DECISION_DENSITY,PERCENT_COMMENTS,MAINTENANCE_SEVERITY,DESIGN_DENSITY,LOC_CODE_AND_COMMENT,NUM_UNIQUE_OPERATORS,HALSTEAD_LEVEL,NUMBER_OF_LINES,LOC_TOTAL,LOC_BLANK,HALSTEAD_DIFFICULTY,CALL_PAIRS,PARAMETER_COUNT,LOC_EXECUTABLE,ESSENTIAL_DENSITY,LOC_COMMENTS,MODIFIED_CONDITION_COUNT,CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,DECISION_COUNT,Defective
2.2,36.3,0.2,0.5,9,25,0,115,60,33,44.8,7,0,51,0.1,20,14,52,26,24,N
2.3,27.2,0.6,0.5,2,20,0,107,61,24,47.9,1,0,59,0.6,20,9,32,16,14,N
2,30.8,0.1,0.4,4,15,0,54,31,13,40.2,1,0,27,0,8,6,24,12,12,N
2.5,30,0.7,0.5,3,17,0,60,31,18,31.6,2,0,28,0.7,9,9,30,15,12,N
2.3,20,0.6,0.8,1,16,0.1,36,21,9,19.7,2,0,20,0.5,4,4,14,7,6,N
2.7,37,0.9,0.3,10,22,0,136,73,34,129.1,3,0,63,0.9,27,19,60,30,22,N
2.8,37.8,0.6,0.4,2,20,0,54,25,15,33.9,2,0,23,0.6,12,7,22,11,8,N
2.5,33.3,0.3,0.5,2,14,0,24,12,7,24,1,0,10,0,3,3,10,5,4,N
2,30.8,0.3,0.7,2,11,0.1,22,11,7,19.3,1,0,9,0,2,2,8,4,4,N
2.4,14,0.6,0.8,1,19,0,58,38,13,32.1,3,0,37,0.6,5,7,24,12,10,N
2.3,25,0.8,0.6,2,17,0,45,26,11,28.8,1,0,24,0.8,6,4,14,7,6,N
2,28.6,0.5,0.5,1,8,0.2,13,6,4,6.7,0,0,5,0,1,1,4,2,2,N
2.2,34.2,0.9,0.4,5,21,0,57,30,17,44.8,2,0,25,0.8,8,6,22,11,10,N
3,29.2,1,0.6,1,16,0.1,36,18,10,20.3,2,0,17,1,6,4,12,6,4,N
2.2,15.4,0.4,0.9,2,20,0,72,46,18,37,4,0,44,0.3,6,7,26,13,12,N
2,34.7,0.1,0.7,6,16,0,69,38,18,45.5,5,0,32,0,11,8,32,16,16,N
2,50,0.3,1,3,10,0.1,29,12,9,10,3,0,9,0,6,3,12,6,6,N
2,13.3,1,1,1,9,0.1,23,14,6,21,2,0,13,0,1,1,4,2,2,N
2.2,28.4,0.5,0.9,7,18,0,100,60,24,38.1,4,0,53,0.4,14,7,26,13,12,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
2,40,0.5,0.5,1,8,0.2,14,7,2,6.7,0,0,6,0,3,1,4,2,2,N
2,50,0.2,1,6,14,0.1,52,24,14,18.7,4,0,18,0,12,5,20,10,10,N
3,15.6,0.4,0.3,2,21,0.1,48,29,14,15.8,1,0,27,0.3,3,2,6,3,2,N
2,36.1,0.2,0.3,2,19,0,52,25,14,41.2,1,0,23,0,11,5,20,10,10,N
3,8.3,1,0.7,0,14,0.1,20,11,6,9.6,1,0,11,1,1,2,6,3,2,N
2.5,15.8,0.8,0.8,0,17,0.1,30,16,9,16.4,2,0,16,0.7,3,3,10,5,4,N
0,25,1,1,0,12,0.1,14,6,4,8.6,0,0,6,0,2,0,0,0,0,N
2.4,35.3,0.1,0.5,3,15,0,46,25,10,41.7,2,0,22,0,9,7,24,12,10,N
0,34.8,1,1,4,8,0.1,34,19,9,17,0,0,15,0,4,0,0,0,0,N
2,23.3,0.2,0.8,3,16,0,39,26,7,25.6,2,0,23,0,4,4,16,8,8,N
2,6.3,0.3,1,0,15,0.1,22,15,4,11.3,3,0,15,0,1,3,12,6,6,N
2.9,40.8,0.4,0.4,3,18,0,70,32,19,33.2,3,0,29,0.4,17,13,40,20,14,N
2,40,1,0.7,2,16,0.1,31,14,9,15.3,2,0,12,1,6,2,8,4,4,N
2,0,0.5,0.5,0,7,0.1,12,7,3,9.3,1,3,7,0,0,1,4,2,2,N
0,14.3,1,1,0,8,0.2,14,6,5,6,0,2,6,0,1,0,0,0,0,N
2,15.4,0.5,0.5,0,10,0.1,21,11,6,11.7,0,1,11,0,2,1,4,2,2,N
2,30.8,0.5,0.5,0,11,0.1,21,9,6,9.2,0,1,9,0,4,1,4,2,2,N
2,25,0.5,0.5,0,12,0.1,20,9,6,10,0,1,9,0,3,1,4,2,2,N
2,36.4,0.5,0.5,4,10,0.1,18,11,1,9.1,0,5,7,0,0,1,4,2,2,N
0,0,1,1,0,5,0,15,10,0,33.8,0,3,10,0,0,0,0,0,0,N
2,0,0.5,0.5,0,7,0.2,11,4,1,6.4,0,4,4,0,0,1,4,2,2,N
2,22.2,0.5,0.5,0,8,0.2,15,7,4,6.7,0,0,7,0,2,1,4,2,2,N
2,0,0.5,0.5,0,9,0.1,12,6,4,10.5,0,0,6,0,0,1,4,2,2,N
0,0,1,1,0,6,0.1,15,8,5,9,0,0,8,0,0,0,0,0,0,N
2,30.8,0.5,0.5,0,10,0.1,21,9,6,8,0,0,9,0,4,1,4,2,2,N
2,0,0.4,0.1,0,14,0,28,22,1,28.5,0,4,22,0.3,0,7,28,14,14,N
0,6.7,1,1,0,4,0.1,20,14,2,20,0,2,14,0,1,0,0,0,0,N
0,0,1,1,0,6,0.3,14,10,3,3.8,2,2,10,0,0,0,0,0,0,N
0,0,0.1,0.6,0,10,0.1,26,18,6,13.1,3,0,18,0,0,0,0,0,0,N
0,55.3,0.2,0.8,1,15,0.1,45,18,5,13.9,2,0,17,0,20,0,0,0,0,N
0,0,0.5,1,0,6,0.3,5,4,0,3,1,1,4,0,0,0,0,0,0,N
2.3,0,1,0.5,0,16,0.1,22,12,4,18.4,3,0,12,1,0,5,18,9,8,N
2,0,0.9,0.9,0,17,0.1,30,19,5,20.4,4,0,19,0.8,0,5,20,10,10,N
2,3.3,1,0.5,0,24,0.1,42,29,6,20.8,5,0,29,1,1,5,20,10,10,N
2.3,0,1,0.4,0,15,0.1,20,10,4,15.9,2,0,10,1,0,4,14,7,6,N
2,0,0.2,0.8,0,11,0.1,20,10,4,11.7,4,0,10,0,0,4,16,8,8,N
2,0,0.2,0.8,0,12,0.1,24,13,5,14.4,5,0,13,0,0,5,20,10,10,N
2,0,0.3,0.7,0,11,0.1,14,6,2,8.3,2,0,6,0,0,2,8,4,4,N
2,0,0.3,0.7,0,7,0.2,13,9,2,5.6,2,0,9,0,0,1,4,2,2,N
0,0,1,1,0,3,0.7,4,2,0,1.5,0,0,2,0,0,0,0,0,0,N
0,0,1,1,0,8,0.3,4,2,0,4,0,0,2,0,0,0,0,0,0,N
0,0,1,1,0,7,0.3,4,2,0,3.5,0,0,2,0,0,0,0,0,0,N
2,20,0.5,0.5,0,11,0.1,21,12,4,7.4,2,0,12,0,3,1,4,2,2,N
2,0,0.3,1,0,8,0.1,21,17,2,8.3,5,0,17,0,0,1,4,2,2,N
0,0,1,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,N
0,0,0.5,0.5,0,7,0.2,9,6,1,6.1,0,1,6,0,0,0,0,0,0,N
0,0,0.3,0.3,0,9,0.1,12,10,1,10.9,0,1,10,0,0,0,0,0,0,N
0,21.1,0.5,0.5,0,12,0.1,26,15,5,7.7,3,0,15,0,4,0,0,0,0,N
0,0,1,1,0,5,0.4,5,3,0,2.5,0,0,3,0,0,0,0,0,0,N
0,0,0.3,1,0,8,0.1,21,17,2,8.3,5,0,17,0,0,0,0,0,0,N
0,0,1,1,0,3,0.7,4,2,0,1.5,1,0,2,0,0,0,0,0,0,N
0,4.8,0.1,1,0,14,0,74,60,9,30.7,8,0,60,0,3,0,0,0,0,N
0,0,0.3,0.8,0,11,0.1,16,12,1,11.7,2,0,12,0,0,0,0,0,0,N
0,0,1,1,0,10,0.1,12,8,2,21.7,0,2,8,0,0,0,0,0,0,N
0,0,1,1,0,4,0.5,5,2,1,2,2,0,2,0,0,0,0,0,0,N
0,0,1,1,0,8,0.2,12,10,1,5.3,1,2,10,0,0,0,0,0,0,N
0,9.5,1,0.3,1,17,0,23,20,1,35.2,1,2,19,1,1,0,0,0,0,N
0,0,1,1,0,10,0.2,10,8,1,6.7,1,4,8,0,0,0,0,0,0,N
0,5,1,1,0,16,0.1,22,19,1,18,4,1,19,1,1,0,0,0,0,N
0,0,1,1,0,9,0.2,10,6,1,5.1,2,0,6,1,0,0,0,0,0,N
0,0,0.3,0.7,0,12,0.1,12,8,1,16.8,1,0,8,0,0,0,0,0,0,N
0,6.7,0.6,0.6,0,13,0.1,17,14,1,10.6,2,1,14,0.5,1,0,0,0,0,N
0,0,1,1,0,16,0,61,57,2,31.3,8,0,57,1,0,0,0,0,0,N
0,9.1,0.3,0.7,0,12,0.1,13,10,1,14,1,1,10,0,1,0,0,0,0,N
0,7.1,0.3,1,0,11,0.1,16,13,1,10.5,1,1,13,0,1,0,0,0,0,N
0,0,0.5,1,0,14,0.1,5,2,1,18.7,1,0,2,0,0,0,0,0,0,N
0,0,0.3,0.5,0,13,0.1,13,9,2,14.3,2,1,9,0,0,0,0,0,0,N
0,0,0.5,1,0,8,0.1,7,6,0,8.7,1,1,6,0,0,0,0,0,0,N
0,0,1,0.3,0,17,0.1,20,18,1,20.6,2,4,18,1,0,0,0,0,0,N
0,3.7,0.1,1,0,20,0,45,26,2,23.5,6,2,26,0,1,0,0,0,0,N
0,0,0.3,0.7,0,9,0.1,12,6,4,9.8,1,0,6,0,0,0,0,0,0,N
0,0,1,1,0,3,0.7,4,2,0,1.5,0,0,2,0,0,0,0,0,0,N
0,7.7,1,1,0,13,0.1,15,12,1,10.4,2,2,12,1,1,0,0,0,0,N
0,0,0.6,0.8,0,16,0.1,55,20,3,16.6,8,0,20,0.6,0,0,0,0,0,N
0,5.7,0.4,0.7,4,21,0,124,87,13,36,16,0,83,0.4,1,0,0,0,0,N
0,9.6,0.8,0.8,1,20,0,58,48,5,25.4,9,2,47,0.8,4,0,0,0,0,N
0,8.3,1,1,0,9,0.2,15,11,1,5.3,5,0,11,1,1,0,0,0,0,N
0,0,1,1,0,10,0.1,9,6,1,7.2,2,0,6,0,0,0,0,0,0,N
0,0,1,0.6,0,18,0.1,21,19,1,18,5,1,19,1,0,0,0,0,0,N
0,0,1,1,0,5,0.4,7,6,0,2.9,3,2,6,0,0,0,0,0,0,N
0,0,0.1,0.9,0,13,0,17,11,4,24.2,2,0,11,0,0,0,0,0,0,N
0,6.4,0.7,0.6,0,22,0,113,59,6,39.5,8,2,59,0.7,4,0,0,0,0,N
0,4.8,0.7,0.5,1,15,0.1,23,21,1,17.6,7,2,20,0.7,0,0,0,0,0,N
0,0,0.5,1,0,8,0.3,8,5,1,4,3,0,5,0,0,0,0,0,0,N
0,0,0.5,1,0,6,0.3,15,10,4,4,5,1,10,0,0,0,0,0,0,N
0,0,0.3,0.3,0,13,0,24,20,2,30.3,3,0,20,0.2,0,0,0,0,0,N
0,0,0.3,1,0,8,0.1,11,9,0,10.7,2,0,9,0,0,0,0,0,0,N
0,2.4,0.9,0.6,0,22,0,86,80,3,44.9,9,2,80,0.8,2,0,0,0,0,N
0,0,0.3,0.3,0,15,0.1,17,14,2,19,0,3,14,0,0,0,0,0,0,N
0,0,0.5,1,0,7,0.2,7,5,1,5.6,1,3,5,0,0,0,0,0,0,N
0,0,1,1,0,3,0.7,4,2,0,1.5,1,0,2,0,0,0,0,0,0,N
0,0,0.5,1,0,11,0.1,12,10,1,9,4,2,10,0,0,0,0,0,0,N
0,8.3,0.6,1,0,12,0.1,28,22,3,15.8,9,1,22,0.5,2,0,0,0,0,N
0,0,1,0.7,0,6,0.2,9,7,1,4.8,1,1,7,1,0,0,0,0,0,N
0,9,0.5,1,4,26,0,83,75,4,42.3,23,1,71,0.5,3,0,0,0,0,N
0,0,0.8,0.5,0,14,0.1,11,8,1,15.6,1,1,8,0.7,0,0,0,0,0,N
0,0,1,0.8,0,13,0.1,13,10,1,15.9,2,1,10,1,0,0,0,0,0,N
0,0,1,1,0,3,0.7,5,2,1,1.5,0,0,2,0,0,0,0,0,0,N
0,0,1,0.7,0,10,0.1,9,7,1,7.1,1,1,7,1,0,0,0,0,0,N
0,0,0.1,0.4,0,15,0.1,12,10,1,20.3,1,1,10,0,0,0,0,0,0,N
0,0,1,0.7,0,13,0.1,12,10,1,10.1,2,2,10,1,0,0,0,0,0,N
2,10.7,0.1,0.1,7,35,0,190,141,38,87.5,1,1,134,0,9,1,4,2,2,N
2.5,13.3,0.3,0.5,2,13,0.1,23,15,6,13.7,1,0,13,0,0,3,10,5,4,N
2,11.1,0.5,0.5,1,7,0.1,21,9,10,7.6,0,1,8,0,0,1,4,2,2,N
2,16.2,0.5,0.5,1,13,0.1,51,32,12,14.2,4,0,31,0,5,1,4,2,2,N
2,14,0.3,0.3,4,13,0.1,66,47,14,13.5,0,0,43,0,3,2,8,4,4,N
0,0,1,1,0,9,0.1,19,11,6,8.2,3,0,11,0,0,0,0,0,0,N
2,49.1,0.2,0.2,3,20,0,71,30,16,32.1,0,0,27,0,23,5,20,10,10,N
2.3,30.9,0.4,0.5,2,22,0.1,87,49,17,18.6,9,0,47,0.3,19,5,18,9,8,N
0,3.3,0.1,0.5,2,21,0,78,60,16,23.1,3,1,58,0,0,0,0,0,0,N
2,50,0.6,0.4,4,13,0.1,53,24,11,13.4,3,1,20,0.5,16,4,16,8,8,N
0,50,1,1,1,4,0.5,10,2,6,2,1,0,1,0,0,0,0,0,0,N
3,20,0.6,0.8,4,21,0.1,72,44,20,18.6,7,0,40,0.5,6,4,12,6,4,N
2,16.7,0.5,0.5,1,7,0.2,12,6,4,5.6,0,1,5,0,0,1,4,2,2,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,53.9,1,1,1,17,0.1,41,13,13,14.8,5,0,12,0,13,0,0,0,0,N
0,0,1,0.3,0,8,0.1,12,8,2,12,0,2,8,1,0,0,0,0,0,N
0,2.8,0.3,1,0,21,0,38,35,1,23.2,3,3,35,0,1,0,0,0,0,N
0,0,0.3,1,0,6,0.3,8,5,1,4,2,0,5,0,0,0,0,0,0,N
2,8.3,0.8,0.5,2,15,0.1,42,24,16,11.9,11,0,22,0.8,0,3,12,6,6,N
0,14.3,0.5,1,1,10,0.2,10,7,1,6.9,2,0,6,0,0,0,0,0,0,N
0,22.2,0.3,0.7,1,9,0.1,11,8,0,9,1,0,7,0,1,0,0,0,0,N
0,0,0.5,1,0,8,0.2,6,5,0,4.7,1,3,5,0,0,0,0,0,0,N
0,0,0.2,1,0,14,0.1,25,21,2,14.9,3,0,21,0,0,0,0,0,0,N
0,0,0.5,1,0,8,0.2,11,9,1,6,1,3,9,0,0,0,0,0,0,N
0,0,0.5,1,0,9,0.2,12,9,2,6.8,1,3,9,0,0,0,0,0,0,N
0,0,0.3,0.7,0,6,0.2,8,6,1,4.2,2,1,6,0,0,0,0,0,0,N
0,0,1,0.2,0,8,0.2,7,6,0,6.3,0,1,6,1,0,0,0,0,0,N
0,0,0.3,0.3,0,7,0.2,7,6,0,4.9,0,1,6,0,0,0,0,0,0,N
0,0,1,0.3,0,8,0.2,6,5,0,4.8,0,1,5,1,0,0,0,0,0,N
0,0,1,0.3,0,8,0.2,6,5,0,4.8,0,1,5,1,0,0,0,0,0,N
0,0,1,0.3,0,8,0.2,6,5,0,4.8,0,1,5,1,0,0,0,0,0,N
0,0,0.5,0.5,0,11,0.2,14,13,0,5.5,0,1,13,0,0,0,0,0,0,N
0,0,1,0.3,0,8,0.2,6,5,0,4.8,0,1,5,1,0,0,0,0,0,N
0,0,1,0.1,0,8,0.1,8,7,0,7.1,0,1,7,1,0,0,0,0,0,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
2,0,0.5,0.5,0,4,0.5,10,6,2,2,0,0,6,0,0,1,4,2,2,N
0,0,0.7,0.4,0,18,0,22,19,2,26.3,2,0,19,0.6,0,0,0,0,0,N
0,16.7,1,1,0,6,0.2,7,5,0,5,1,0,5,0,1,0,0,0,0,N
0,14.3,0.5,0.5,0,9,0.1,8,6,0,13.5,0,0,6,0,1,0,0,0,0,N
0,0,0.2,1,0,12,0.1,21,18,1,17.1,3,0,18,0,0,0,0,0,0,N
0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,2.1,0.2,0.8,3,33,0,151,142,8,72.7,14,0,139,0.2,0,0,0,0,0,N
0,0,0.1,0.9,0,15,0.1,23,20,1,21.9,3,0,20,0,0,0,0,0,0,N
0,0,0.3,0.3,0,13,0.1,14,11,1,12.3,0,0,11,0,0,0,0,0,0,N
0,0,0.5,1,0,3,0.7,5,2,1,1.5,1,0,2,0,0,0,0,0,0,N
0,4.4,0.2,0.2,0,23,0,27,22,3,29.2,0,3,22,0,1,0,0,0,0,N
0,0,0.5,0.5,0,9,0.1,8,5,1,9,0,1,5,0,0,0,0,0,0,N
0,0,1,0.7,0,15,0.1,12,10,1,11,3,1,10,1,0,0,0,0,0,N
0,0,0.8,0.8,0,13,0.1,12,10,1,11,3,3,10,0.7,0,0,0,0,0,N
0,0,0.8,0.5,0,16,0.1,13,11,1,12.7,3,1,11,0.7,0,0,0,0,0,N
0,16.7,0.6,0.3,0,23,0.1,211,45,42,21,11,1,45,0.6,9,0,0,0,0,N
0,5.6,0.8,0.4,2,24,0,39,36,2,44.2,6,1,34,0.8,0,0,0,0,0,N
0,8,0.6,0.6,4,21,0,54,50,3,41.7,7,2,46,0.6,0,0,0,0,0,N
0,26.3,0.9,1,5,15,0.1,63,47,4,13.1,24,0,42,0.8,10,0,0,0,0,N
0,5.3,1,0.6,0,14,0.1,22,18,2,18.7,3,5,18,1,1,0,0,0,0,N
0,0,1,1,0,4,0.5,4,2,0,2,1,0,2,0,0,0,0,0,0,N
0,81.8,0.5,0.5,0,11,0.1,139,12,12,8.9,4,0,12,0,54,0,0,0,0,N
0,0,1,1,0,11,0.1,8,6,1,7.3,0,1,6,0,0,0,0,0,0,N
0,0,0.8,0.1,0,20,0,21,19,1,74,0,1,19,0.7,0,0,0,0,0,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
2,23.5,0.2,0.4,3,13,0,20,16,1,31.4,1,0,13,0,1,4,16,8,8,N
2.5,21.2,0.5,0.5,7,25,0,143,85,42,66.2,3,1,78,0.4,14,6,20,10,8,N
2,62.5,0.5,0.5,5,15,0.1,57,20,15,21.1,1,0,15,0,20,1,4,2,2,N
2,35.9,0.3,1,6,20,0,72,40,17,31.7,4,1,34,0,13,2,8,4,4,N
2.5,54.6,0.8,0.5,4,15,0.1,78,19,28,13.5,3,0,15,0.7,14,3,10,5,4,N
2.3,30.3,0.4,0.5,11,24,0,105,73,14,28.2,6,0,62,0.3,16,10,36,18,16,N
2,25,0.3,0.7,1,12,0.1,14,10,0,7.8,1,3,9,0,2,2,8,4,4,N
2,25,0.3,0.7,1,12,0.1,14,10,0,7.8,1,3,9,0,2,2,8,4,4,N
0,0,0.5,0.5,0,7,0.2,7,5,1,4.4,0,3,5,0,0,0,0,0,0,N
2,0,0.3,0.8,0,10,0.1,17,8,3,9.3,3,0,8,0,0,3,12,6,6,N
2,0,0.3,0.7,0,10,0.1,14,6,2,7.5,2,0,6,0,0,2,8,4,4,N
2,0,0.3,0.8,0,10,0.1,17,8,3,10,3,0,8,0,0,3,12,6,6,N
0,7.7,0.1,1,0,14,0,44,36,4,30.5,2,2,36,0,3,0,0,0,0,N
0,4.3,0.5,0.8,1,27,0,61,46,13,40.5,4,2,45,0.5,1,0,0,0,0,N
0,75,1,1,0,4,0.5,26,5,5,2,0,2,5,0,15,0,0,0,0,N
0,0,0.2,0.6,0,13,0.1,13,11,1,14.3,1,2,11,0,0,0,0,0,0,N
0,10.9,0.6,0.8,2,27,0,48,43,1,45.4,5,2,41,0.6,3,0,0,0,0,N
0,14.8,0.9,1,4,15,0.1,31,27,3,18.2,4,3,23,0.8,0,0,0,0,0,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
2,28,0.1,0.6,0,19,0,72,36,20,29.8,1,0,36,0,14,7,28,14,14,N
4,6.9,0.2,0.7,3,32,0,98,70,24,34.1,9,0,67,0.2,2,3,8,4,2,N
2,26.7,0.5,1,1,6,0.2,24,12,7,5,4,0,11,0,3,1,4,2,2,N
2.3,4.8,0.8,0.2,0,16,0,34,20,11,24.9,0,1,20,0.8,1,4,14,7,6,N
2,25.9,1,0.2,2,13,0,42,22,13,42.3,0,0,20,1,5,4,16,8,8,N
2.1,12.5,0.8,0.6,1,13,0,44,29,10,25.1,1,0,28,0.8,3,8,30,15,14,N
2,5.6,0.5,1,0,12,0.1,67,17,9,9.1,3,0,17,0,1,1,4,2,2,N
2,29.6,0.2,0.7,0,18,0.1,78,38,22,18.3,9,1,38,0,16,5,20,10,10,N
2,8,0.1,0.6,0,11,0,59,46,7,30.6,1,0,46,0,4,9,36,18,18,N
2,24,0.5,1,0,13,0.1,39,19,12,9.6,8,1,19,0,6,1,4,2,2,N
0,0,1,1,0,9,0.1,25,19,4,13.5,1,0,19,0,0,0,0,0,0,N
2,0,0.3,0.7,0,9,0.2,16,10,4,5.9,1,0,10,0,0,2,8,4,4,N
0,0,1,1,0,5,0.1,13,9,2,11,0,0,9,0,0,0,0,0,0,N
2.6,11.1,0.9,0.6,0,25,0,128,80,27,61.7,4,1,80,0.9,10,14,46,23,18,N
2,15.4,0.2,0.6,0,15,0.1,39,22,11,17.3,3,0,22,0,4,4,16,8,8,N
2,27.3,0.2,0.4,0,17,0.1,62,32,16,18.9,6,0,32,0,12,4,16,8,8,N
2,0,0.3,1,0,6,0.3,28,12,7,3.8,5,0,12,0,0,1,4,2,2,N
0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,29.4,0.4,0.4,5,27,0,36,29,1,35.3,1,0,24,0.4,5,0,0,0,0,N
0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,22.7,0.7,0.4,3,27,0,57,37,12,60,1,0,34,0.6,7,0,0,0,0,N
0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,19.5,0.3,0.5,2,27,0,110,64,18,49.8,6,1,62,0.3,13,0,0,0,0,N
0,0,0.3,0.8,0,16,0,12,9,1,24,1,0,9,0,0,0,0,0,0,N
0,25,0.5,0.5,0,7,0.3,5,3,0,3.5,0,0,3,0,1,0,0,0,0,N
0,36.8,0.5,0.5,0,14,0.1,22,12,1,20.4,0,0,12,0,7,0,0,0,0,N
0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0.3,1,0,12,0.1,6,5,0,10,2,0,5,0,0,0,0,0,0,N
0,16,1,0.3,0,21,0,28,21,2,24.9,1,0,21,1,4,0,0,0,0,N
0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,46.2,1,0.7,8,20,0,37,22,9,25.2,3,0,14,1,4,0,0,0,0,N
0,0,0.6,0.4,0,15,0.1,43,19,3,15,2,0,19,0.5,0,0,0,0,0,N
0,11.1,0.6,0.2,3,17,0,34,27,6,30.4,2,2,24,0.5,0,0,0,0,0,N
0,52.9,1,1,0,8,0.2,47,16,11,5.7,8,0,16,0,18,0,0,0,0,N
2.2,27.1,0.1,0.2,4,22,0,71,39,21,30.1,2,0,35,0,9,6,22,11,10,N
2.2,22.2,0.1,0.2,4,22,0,69,39,22,30.1,2,0,35,0,6,6,22,11,10,N
0,50,1,1,0,7,0.2,27,9,7,5.7,2,0,9,0,9,0,0,0,0,N
0,64,1,1,1,6,0.3,38,10,11,3.9,3,0,9,0,15,0,0,0,0,N
0,50,1,1,0,5,0.3,18,6,4,4.1,2,0,6,0,6,0,0,0,0,N
0,53.9,1,1,0,5,0.3,22,6,7,4.1,2,0,6,0,7,0,0,0,0,N
2,45.5,1,1,1,17,0,102,49,12,22.4,6,2,48,0,39,4,16,8,8,N
0,22.2,1,1,0,5,0.2,32,21,3,6.8,1,1,21,0,6,0,0,0,0,N
2,47.4,1,1,0,13,0.1,71,30,12,17,6,1,30,0,27,2,8,4,4,N
2,47.4,1,1,0,13,0.1,70,30,11,17,6,1,30,0,27,2,8,4,4,N
2.1,35.7,1,1,2,22,0,160,94,15,35.2,12,1,92,0,49,16,62,31,30,N
0,37.8,0.2,1,4,17,0.1,45,27,6,18.5,2,2,23,0,10,0,0,0,0,N
2.1,25.7,0.4,0.1,0,14,0.1,46,26,6,19.4,0,4,26,0.3,9,10,38,19,18,N
2,52.5,0.3,0.3,1,11,0.1,52,20,10,10.2,6,0,19,0,20,2,8,4,4,N
0,20,1,1,0,5,0.3,9,4,2,3.8,1,0,4,0,1,0,0,0,0,N
0,0,1,1,0,4,0.5,4,2,0,2,1,1,2,0,0,0,0,0,0,N
0,33.3,1,1,0,4,0.5,7,2,2,2,1,0,2,0,1,0,0,0,0,N
0,0,1,1,0,9,0.1,7,5,0,9,1,1,5,0,0,0,0,0,0,N
0,40,1,1,2,6,0.2,9,5,2,5.3,2,1,3,0,0,0,0,0,0,N
0,0,1,1,0,4,0.5,5,2,1,2,1,0,2,0,0,0,0,0,0,N
0,0,1,1,0,8,0.1,7,5,0,8,1,1,5,0,0,0,0,0,0,N
0,40,1,1,2,5,0.2,9,5,2,4.4,2,1,3,0,0,0,0,0,0,N
0,0,1,1,0,7,0.3,4,2,0,3.5,0,1,2,0,0,0,0,0,0,N
0,0,1,1,0,7,0.2,8,4,2,4.7,1,1,4,0,0,0,0,0,0,N
0,0,1,1,0,4,0.5,6,2,2,2,1,1,2,0,0,0,0,0,0,N
0,55,1,1,0,7,0.2,52,18,10,5.3,9,0,18,0,22,0,0,0,0,N
3,52,0.3,0.3,0,14,0.1,33,12,6,11.7,4,1,12,0,13,2,6,3,2,N
0,37.5,1,1,0,8,0.1,13,5,3,7.2,2,0,5,0,3,0,0,0,0,N
3,57.6,0.3,0.3,0,13,0.1,43,14,8,10.6,5,1,14,0,19,2,6,3,2,N
0,46.2,1,1,0,6,0.2,19,7,4,5,3,0,7,0,6,0,0,0,0,N
2,18.2,0.8,0.3,1,14,0.1,31,19,7,14,0,2,18,0.7,3,3,12,6,6,N
0,72.4,1,1,0,7,0.2,41,8,10,6.3,1,1,8,0,21,0,0,0,0,N
2,29.6,0.3,0.8,3,15,0,37,22,8,29.3,1,0,19,0,5,3,12,6,6,N
0,0,0.3,0.3,0,15,0.1,13,9,2,10.3,0,1,9,0,0,0,0,0,0,N
0,63.6,1,1,0,7,0.2,46,12,11,4.5,5,0,12,0,21,0,0,0,0,N
2,60,0.5,1,0,10,0.2,27,8,5,6.3,3,0,8,0,12,1,4,2,2,N
2,63.2,0.5,1,0,9,0.2,25,7,4,5.4,2,0,7,0,12,1,4,2,2,N
2,11.3,1,1,2,26,0,125,96,17,39.4,6,0,94,0,10,8,32,16,16,N
2,40.7,0.1,0.8,0,9,0.1,140,73,15,7.8,12,1,73,0,50,7,28,14,14,N
0,60,1,1,0,8,0.2,49,14,12,5,7,0,14,0,21,0,0,0,0,N
2,59.3,0.5,1,0,10,0.2,37,11,8,6,4,0,11,0,16,1,4,2,2,N
0,60,1,1,0,6,0.3,43,12,11,3.6,7,0,12,0,18,0,0,0,0,N
0,62.5,1,1,0,5,0.3,25,6,7,3.3,2,0,6,0,10,0,0,0,0,N
