CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,EDGE_COUNT,MAINTENANCE_SEVERITY,HALSTEAD_EFFORT,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,PARAMETER_COUNT,HALSTEAD_CONTENT,NODE_COUNT,NUM_UNIQUE_OPERATORS,HALSTEAD_VOLUME,CALL_PAIRS,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_UNIQUE_OPERANDS,LOC_EXECUTABLE,NUM_OPERATORS,HALSTEAD_DIFFICULTY,CYCLOMATIC_DENSITY,Defective
34,15,121,0.5,173747.07,0.02,9652.62,2,49.42,89,38,2930.31,12,0.33,181,58,84,264,59.29,0.4,N
20,7,72,0.6,109570.84,0.02,6087.27,2,25.93,54,30,1685.71,4,0.36,117,27,47,172,65.0,0.43,N
10,6,39,0.1,13151.27,0.04,730.63,2,24.97,31,17,573.04,2,0.38,54,20,20,56,22.95,0.5,N
1,1,3,1.0,46.53,0.5,2.58,0,11.63,4,3,23.26,1,0.2,4,3,3,5,2.0,0.33,N
34,30,153,0.5,141975.76,0.02,7887.54,2,77.21,121,18,3310.82,16,0.35,243,51,90,299,42.88,0.37,N
34,22,133,0.44,172104.21,0.02,9561.34,2,45.25,101,31,2790.72,13,0.34,187,47,84,257,61.67,0.4,N
10,8,62,0.3,69340.63,0.03,3852.26,2,45.51,54,27,1776.48,12,0.2,133,46,40,154,39.03,0.25,N
23,19,108,0.83,95998.42,0.02,5333.25,2,45.49,87,25,2089.76,11,0.29,147,40,64,200,45.94,0.35,N
25,22,135,0.76,250956.7,0.02,13942.04,2,81.59,112,23,4525.03,12,0.16,299,62,139,407,55.46,0.18,N
1,1,1,1.0,38.77,0.4,2.15,0,6.2,2,5,15.51,0,1.0,1,1,0,5,2.5,1.0,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
17,7,69,0.53,158152.05,0.01,8786.22,1,34.37,54,22,2331.48,2,0.23,185,30,55,224,67.83,0.27,N
8,5,24,0.13,20623.58,0.04,1145.75,1,33.34,18,22,829.27,5,0.1,52,23,44,99,24.87,0.18,N
19,2,63,0.95,62131.34,0.02,3451.74,1,38.0,46,23,1536.55,2,0.2,109,31,75,158,40.44,0.23,N
3,3,9,0.33,2942.64,0.1,163.48,1,27.92,8,14,286.62,3,0.12,22,15,20,37,10.27,0.15,N
10,7,35,0.7,15752.04,0.05,875.11,0,44.3,27,24,835.34,7,0.12,55,35,39,87,18.86,0.22,N
3,1,10,0.33,1798.48,0.07,99.92,3,9.51,9,11,130.8,0,0.21,15,6,9,17,13.75,0.33,N
6,3,28,0.17,72605.36,0.02,4033.63,0,17.57,24,20,1129.42,1,0.08,90,14,37,132,64.29,0.15,N
14,8,55,0.57,165551.69,0.02,9197.32,0,42.52,43,24,2653.07,2,0.09,182,35,72,269,62.4,0.17,N
7,4,29,0.71,24032.81,0.02,1335.16,0,12.36,24,21,544.96,3,0.11,42,10,27,68,44.1,0.23,N
7,4,29,0.71,22050.0,0.02,1225.0,0,13.72,24,21,550.0,3,0.1,42,11,26,68,40.09,0.23,N
22,10,73,0.64,111805.63,0.02,6211.42,4,54.01,53,21,2457.27,2,0.12,169,39,101,247,45.5,0.18,N
7,4,29,0.71,22050.0,0.02,1225.0,0,13.72,24,21,550.0,3,0.1,42,11,25,68,40.09,0.23,N
9,2,21,0.11,18942.67,0.04,1052.37,1,32.63,14,23,786.16,1,0.12,44,21,44,100,24.1,0.2,N
4,1,11,0.25,3001.83,0.05,166.77,2,7.21,9,12,147.15,0,0.25,17,5,5,19,20.4,0.44,N
20,2,67,0.65,149562.2,0.01,8309.01,0,24.94,49,26,1931.46,1,0.17,137,23,55,207,77.43,0.32,N
16,4,65,0.19,194483.67,0.01,10804.65,0,29.55,51,24,2397.48,2,0.11,169,25,66,258,81.12,0.21,N
35,2,123,0.09,200997.63,0.01,11166.53,0,32.04,90,24,2537.85,1,0.17,165,25,95,287,79.2,0.29,N
1,1,2,1.0,4873.11,0.07,270.73,0,26.21,3,12,357.36,1,0.02,25,11,13,54,13.64,0.08,N
4,4,13,0.25,467.02,0.19,25.95,0,16.02,11,6,86.49,3,0.2,9,5,4,16,5.4,0.57,N
35,13,115,0.63,343824.52,0.01,19101.36,2,48.91,82,33,4100.62,1,0.15,249,49,164,396,83.85,0.19,N
3,2,14,1.0,31849.29,0.05,1769.4,0,79.97,13,17,1595.93,7,0.02,108,46,50,159,19.96,0.06,N
3,1,7,0.33,1483.75,0.09,82.43,0,12.26,6,11,134.89,0,0.13,12,6,5,21,11.0,0.5,N
2,1,5,0.5,750.12,0.13,41.67,0,11.72,5,10,93.77,0,0.09,8,5,4,16,8.0,0.4,N
14,1,35,1.0,16434.72,0.04,913.04,0,23.61,23,14,622.89,0,0.25,49,13,24,82,26.38,0.5,N
5,3,23,1.0,12211.91,0.05,678.44,2,26.48,20,17,568.69,3,0.22,48,19,21,62,21.47,0.24,N
3,3,11,0.33,4284.74,0.07,238.04,2,21.86,10,14,306.05,3,0.21,30,15,12,33,14.0,0.25,N
2,2,7,0.5,1369.94,0.1,76.11,2,14.86,7,12,142.7,1,0.2,16,10,8,16,9.6,0.25,N
8,8,33,0.63,15596.05,0.05,866.45,1,34.99,27,20,738.76,8,0.19,57,27,37,76,21.11,0.21,N
8,8,42,0.13,23410.95,0.04,1300.61,3,35.89,36,16,916.69,5,0.17,83,26,39,87,25.54,0.21,N
10,6,53,0.1,12073.37,0.07,670.74,0,58.13,45,14,837.74,8,0.25,70,34,35,80,14.41,0.29,N
13,9,51,0.23,21334.26,0.05,1185.24,1,49.68,40,21,1029.46,10,0.29,75,38,43,100,20.72,0.3,N
3,2,11,0.33,1180.25,0.12,65.57,0,17.34,10,11,143.06,2,0.21,9,6,6,26,8.25,0.5,N
1,1,62,1.0,26888.89,0.03,1493.83,0,25.46,51,15,827.35,5,0.02,52,12,28,122,32.5,0.04,N
4,3,16,0.25,2080.0,0.09,115.56,0,17.72,14,10,192.0,2,0.24,13,6,8,35,10.83,0.5,N
2,1,6,0.5,1697.34,0.12,94.3,5,25.36,6,9,207.45,0,0.11,20,11,7,28,8.18,0.18,N
1,1,1,1.0,19031.2,0.03,1057.29,3,16.71,2,5,563.89,0,0.07,81,6,10,82,33.75,0.1,N
2,1,6,0.5,498.63,0.16,27.7,4,12.11,6,7,77.71,0,0.2,11,6,4,10,6.42,0.5,N
1,1,5,1.0,1413.48,0.12,78.53,3,20.77,6,6,171.33,2,0.11,22,8,5,23,8.25,0.2,N
1,1,1,1.0,0.0,0.0,0.0,2,0.0,2,0,0.0,0,0.03,0,0,0,0,0.0,1.0,N
8,5,24,0.13,285104.16,0.01,15839.12,2,18.87,18,21,2319.58,1,0.1,199,17,35,243,122.91,0.15,N
1,1,1,1.0,5279.85,0.06,293.32,3,20.31,2,6,327.43,0,0.08,43,8,8,43,16.12,0.13,N
8,5,24,0.13,278423.08,0.01,15467.95,2,18.0,18,20,2238.58,1,0.1,199,16,35,234,124.37,0.15,N
2,1,6,0.5,1008.0,0.11,56.0,3,12.44,6,9,112.0,0,0.18,14,7,5,14,9.0,0.29,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,1,0.0,0,1.0,0,0,0,1,0.0,1.0,N
4,3,12,1.0,4723.94,0.07,262.44,5,21.0,10,13,314.93,2,0.18,30,13,10,37,15.0,0.33,N
7,1,28,1.0,97999.22,0.02,5444.4,5,32.46,23,12,1783.51,2,0.13,174,19,33,186,54.95,0.18,N
8,1,29,1.0,78353.33,0.02,4352.96,4,27.2,23,14,1460.0,2,0.16,138,18,31,154,53.67,0.21,N
28,17,108,0.79,92128.28,0.02,5118.24,2,46.13,82,30,2061.61,13,0.34,143,48,62,185,44.69,0.45,N
4,3,20,0.75,2766.96,0.08,153.72,2,19.48,18,13,232.19,4,0.29,22,12,12,28,11.92,0.33,N
3,1,9,0.33,2157.94,0.09,119.89,3,17.05,8,10,191.82,1,0.14,18,8,17,28,11.25,0.18,Y
2,1,7,0.5,1313.83,0.09,72.99,2,11.44,7,10,122.62,1,0.17,15,7,7,15,10.71,0.29,N
2,1,6,0.5,154.4,0.2,8.58,2,6.18,6,5,30.88,0,0.25,4,2,5,7,5.0,0.4,N
12,1,48,0.5,38303.42,0.03,2127.97,7,31.07,38,17,1091.0,0,0.22,95,23,39,110,35.11,0.27,N
1,1,1,1.0,171052.56,0.01,9502.92,3,20.26,2,6,1861.8,0,0.04,245,8,20,244,91.87,0.05,N
3,1,12,0.33,1541.2,0.11,85.62,3,19.9,11,8,175.14,0,0.18,22,10,10,20,8.8,0.3,N
3,1,12,0.33,1541.2,0.11,85.62,3,19.9,11,8,175.14,0,0.18,22,10,10,20,8.8,0.3,N
7,1,31,0.14,8375.9,0.05,465.33,3,23.2,26,8,440.84,0,0.28,57,12,17,45,19.0,0.41,N
1,1,1,1.0,11696.19,0.04,649.79,3,20.31,2,6,487.34,0,0.07,64,8,8,64,24.0,0.13,N
6,2,27,0.5,15444.09,0.03,858.0,3,18.18,23,16,529.94,2,0.14,51,14,22,57,29.14,0.18,Y
2,1,6,0.5,1008.0,0.11,56.0,3,12.44,6,9,112.0,0,0.18,14,7,5,14,9.0,0.29,N
2,1,6,0.5,848.2,0.11,47.12,2,10.24,6,7,93.21,0,0.22,13,5,5,13,9.1,0.4,N
1,1,2,1.0,186.42,0.25,10.36,2,11.65,3,8,46.6,1,0.25,4,4,2,9,4.0,0.5,N
1,1,1,1.0,34375.18,0.03,1909.73,2,27.02,2,8,963.79,0,0.04,107,12,21,116,35.67,0.05,N
4,3,11,1.0,4634.63,0.07,257.48,5,22.04,9,13,319.63,2,0.21,29,13,11,39,14.5,0.36,N
6,4,24,1.0,111737.37,0.01,6207.63,5,19.55,20,18,1478.01,3,0.14,126,15,18,167,75.6,0.29,N
12,6,48,1.0,147650.89,0.01,8202.83,4,18.52,38,19,1653.43,3,0.22,141,15,28,184,89.3,0.36,N
2,1,6,0.5,25706.76,0.03,1428.15,3,18.88,6,9,696.66,0,0.15,82,10,8,82,36.9,0.25,N
4,1,17,0.25,8379.04,0.05,465.5,4,19.87,15,14,408.07,1,0.21,44,15,13,40,20.53,0.31,N
3,1,13,0.33,61231.14,0.02,3401.73,4,30.0,12,12,1355.38,3,0.1,128,17,18,151,45.18,0.15,N
1,1,2,1.0,1934.62,0.12,107.48,0,25.94,3,10,224.01,1,0.06,19,11,8,32,8.64,0.13,N
5,5,23,0.2,46402.42,0.03,2577.91,0,42.42,20,19,1402.98,4,0.07,94,27,44,160,33.07,0.11,N
8,3,32,0.13,21826.86,0.04,1212.6,0,33.18,26,19,850.95,3,0.1,54,20,36,107,25.65,0.18,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
2,2,6,0.5,559.51,0.14,31.08,2,10.79,6,8,77.71,1,0.18,9,5,7,12,7.2,0.29,N
3,1,19,0.33,17284.19,0.04,960.23,0,31.11,18,12,733.27,1,0.05,55,14,35,101,23.57,0.09,N
2,1,6,0.5,318.91,0.17,17.72,0,8.86,6,6,53.15,0,0.18,8,4,6,8,6.0,0.33,N
3,2,11,0.33,4147.27,0.07,230.4,0,18.43,10,12,276.48,1,0.1,25,10,13,37,15.0,0.21,N
2,1,6,0.5,24004.59,0.04,1333.59,0,45.76,6,13,1048.02,0,0.05,74,21,28,132,22.9,0.07,N
2,1,7,0.5,10288.84,0.03,571.6,0,12.49,7,7,358.5,0,0.08,41,5,15,59,28.7,0.13,N
2,1,7,0.5,5094.23,0.05,283.01,0,12.36,7,7,250.95,0,0.11,29,5,11,41,20.3,0.18,N
2,1,7,0.5,2459.28,0.07,136.63,0,12.55,7,7,175.66,0,0.1,20,5,11,29,14.0,0.18,N
3,1,13,0.33,12644.93,0.04,702.5,0,16.81,12,8,461.01,0,0.1,48,7,19,70,27.43,0.15,N
4,3,30,0.25,7893.16,0.09,438.51,0,65.05,28,15,716.54,16,0.05,47,32,33,82,11.02,0.11,N
22,22,49,0.05,28758.99,0.05,1597.72,0,60.7,29,33,1321.28,20,0.21,62,47,74,147,21.77,0.29,N
15,3,64,0.53,141466.74,0.02,7859.26,0,33.22,51,19,2167.71,3,0.15,158,23,63,244,65.26,0.23,N
10,5,39,0.3,53191.17,0.02,2955.06,0,24.34,31,22,1137.78,3,0.12,85,20,44,126,46.75,0.2,N
19,10,79,0.68,126600.0,0.02,7033.33,0,50.64,62,25,2532.0,12,0.13,156,39,84,266,50.0,0.21,N
3,3,10,0.33,3931.7,0.08,218.43,0,22.82,9,15,299.56,4,0.09,21,12,18,42,13.13,0.16,N
2,2,8,0.5,428.33,0.22,23.8,0,21.15,8,7,95.18,4,0.07,9,7,8,16,4.5,0.22,N
1,1,1,1.0,126.0,0.33,7.0,0,14.0,2,4,42.0,0,0.11,6,4,4,8,3.0,0.25,N
2,1,15,0.5,13195.42,0.05,733.08,0,39.18,15,12,718.98,2,0.03,52,17,32,96,18.35,0.06,N
7,4,22,1.0,4199.46,0.09,233.3,0,33.18,17,15,373.29,4,0.11,27,18,18,47,11.25,0.35,N
6,2,23,0.17,30894.1,0.03,1716.34,0,22.29,19,13,829.88,1,0.12,63,11,25,118,37.23,0.21,N
7,3,22,0.86,25897.75,0.03,1438.76,0,17.7,17,21,677.07,1,0.12,51,14,22,81,38.25,0.25,N
7,4,29,0.14,33832.75,0.03,1879.6,0,29.27,24,17,995.08,3,0.1,72,18,40,122,34.0,0.18,N
17,9,76,0.29,132943.06,0.02,7385.73,0,38.51,61,24,2262.53,6,0.13,142,29,64,253,58.76,0.24,N
15,8,67,0.2,70169.94,0.02,3898.33,0,34.92,54,25,1565.33,7,0.13,104,29,51,168,44.83,0.25,N
10,5,39,0.6,89204.84,0.02,4955.82,0,38.85,31,20,1861.67,1,0.09,115,24,59,226,47.92,0.16,N
7,3,27,0.14,38646.97,0.02,2147.05,0,23.94,22,15,961.88,1,0.13,75,14,27,123,40.18,0.23,N
10,5,32,0.7,22836.01,0.03,1268.67,0,22.91,24,17,723.31,2,0.17,52,14,28,94,31.57,0.32,N
5,4,20,0.6,10069.57,0.05,559.42,0,25.86,17,16,510.28,2,0.14,37,15,20,66,19.73,0.24,N
20,5,70,0.9,412246.14,0.01,22902.56,0,24.73,52,22,3193.1,3,0.15,223,19,63,373,129.11,0.27,N
8,3,24,0.63,21000.2,0.03,1166.68,0,18.33,18,20,620.46,2,0.15,44,13,23,79,33.85,0.32,N
4,2,11,0.25,6324.94,0.04,351.39,0,10.98,9,14,263.54,1,0.17,24,7,10,36,24.0,0.33,N
3,2,9,0.33,4012.87,0.05,222.94,0,10.83,8,11,208.46,1,0.14,21,6,9,30,19.25,0.27,N
8,6,34,0.63,35212.66,0.03,1956.26,0,34.13,28,19,1096.32,3,0.14,71,21,37,135,32.11,0.21,N
5,3,20,0.8,16657.75,0.03,925.43,0,20.13,17,17,579.01,1,0.11,44,13,24,74,28.77,0.19,N
2,1,5,0.5,369.01,0.15,20.5,0,8.3,5,8,55.35,0,0.15,5,3,5,11,6.67,0.33,N
7,3,26,0.86,39374.15,0.02,2187.45,0,19.62,21,21,878.89,2,0.12,64,15,25,106,44.8,0.23,N
5,3,17,1.0,8977.55,0.05,498.75,0,21.77,14,16,442.08,2,0.14,33,13,17,58,20.31,0.28,N
8,7,37,0.38,47727.54,0.03,2651.53,0,34.95,31,20,1291.45,4,0.11,85,23,44,153,36.96,0.17,N
9,6,35,0.11,55737.5,0.02,3096.53,0,26.92,28,16,1225.0,5,0.13,91,16,32,154,45.5,0.24,N
4,4,14,0.25,1480.0,0.1,82.22,0,14.8,12,10,148.0,3,0.14,12,6,9,25,10.0,0.33,N
1,1,12,1.0,8756.84,0.05,486.49,0,19.86,12,9,416.99,2,0.04,42,9,13,58,21.0,0.07,N
8,7,37,0.5,47779.28,0.03,2654.4,0,32.84,31,18,1252.64,4,0.08,89,21,53,148,38.14,0.13,N
1,1,1,1.0,0.0,0.0,0.0,0,0.0,2,2,2.0,0,1.0,0,0,0,2,0.0,1.0,N
2,1,6,0.5,415.13,0.15,23.06,0,9.34,6,8,62.27,0,0.14,5,3,6,13,6.67,0.29,N
6,6,22,0.17,9430.96,0.05,523.94,0,27.07,18,14,505.23,4,0.12,40,15,18,64,18.67,0.25,N
7,2,20,0.43,7159.08,0.06,397.73,0,28.86,15,21,454.54,1,0.15,27,18,27,59,15.75,0.24,N
6,2,22,0.17,30592.16,0.02,1699.56,0,18.05,18,19,743.13,1,0.12,52,12,23,98,41.17,0.24,N
3,2,9,1.0,1817.44,0.1,100.97,0,19.95,8,14,190.4,1,0.15,15,11,11,26,9.55,0.27,N
4,3,13,0.75,6334.65,0.06,351.92,0,23.57,11,17,386.43,2,0.13,27,14,16,51,16.39,0.25,N
1,1,1,1.0,1237.97,0.12,68.78,0,16.85,2,12,144.43,0,0.07,10,7,6,24,8.57,0.17,N
8,4,26,0.13,27127.69,0.02,1507.09,0,15.63,20,15,651.06,2,0.17,50,9,22,92,41.67,0.32,N
1,1,1,1.0,11388.28,0.06,632.68,0,39.41,2,8,669.9,0,0.03,51,12,15,104,17.0,0.05,N
5,4,20,0.2,10709.48,0.04,594.97,0,16.34,17,16,418.34,2,0.13,32,10,23,57,25.6,0.19,N
4,4,14,0.25,3115.18,0.09,173.07,0,24.61,12,15,276.9,3,0.18,21,14,15,36,11.25,0.27,N
14,5,40,0.43,27014.43,0.03,1500.8,0,24.53,28,18,813.99,3,0.2,59,16,29,101,33.19,0.44,N
3,2,10,1.0,4643.9,0.07,257.99,0,19.75,9,16,302.86,2,0.1,23,12,12,40,15.33,0.21,N
2,1,6,0.5,1450.57,0.11,80.59,3,16.65,6,7,155.42,1,0.17,16,6,7,26,9.33,0.29,N
1,1,1,1.0,616.79,0.17,34.27,2,17.13,2,8,102.8,0,0.07,9,6,6,18,6.0,0.17,N
2,1,6,0.5,2006.67,0.09,111.48,1,14.74,6,10,172.0,0,0.1,14,6,11,29,11.67,0.18,N
2,1,6,0.5,1311.39,0.11,72.86,1,15.61,6,11,143.06,0,0.1,10,6,9,25,9.17,0.22,N
2,1,6,0.5,1417.77,0.1,78.77,1,14.18,6,12,141.78,0,0.1,10,6,9,24,10.0,0.22,N
2,1,6,0.5,1916.65,0.11,106.48,5,23.19,6,10,210.83,0,0.11,20,11,7,28,9.09,0.18,N
1,1,1,1.0,19031.2,0.03,1057.29,3,16.71,2,5,563.89,0,0.07,81,6,10,82,33.75,0.1,N
2,1,6,0.5,498.63,0.16,27.7,4,12.11,6,7,77.71,0,0.18,11,6,4,10,6.42,0.5,N
2,1,6,0.5,438.19,0.15,24.34,0,9.86,6,8,65.73,0,0.13,5,3,7,14,6.67,0.29,N
2,1,7,0.5,1271.69,0.1,70.65,0,11.53,7,9,121.11,0,0.17,14,6,6,17,10.5,0.33,N
1,1,1,1.0,884.41,0.11,49.13,0,10.92,2,6,98.27,0,0.07,9,3,8,22,9.0,0.13,N
2,1,6,0.5,875.14,0.13,48.62,0,13.67,6,10,109.39,0,0.1,8,5,9,20,8.0,0.22,N
8,1,34,0.38,16441.15,0.04,913.4,4,20.24,28,14,576.88,0,0.29,57,14,22,63,28.5,0.36,N
1,1,1,1.0,8039.07,0.05,446.61,2,20.1,2,4,401.95,0,0.05,60,6,14,61,20.0,0.07,N
1,1,6,1.0,499.41,0.26,27.75,2,34.26,7,6,130.8,2,0.07,14,11,10,18,3.82,0.1,N
7,4,32,0.14,5614.09,0.08,311.89,0,32.59,27,10,427.74,3,0.27,42,16,18,49,13.12,0.39,N
5,4,17,0.2,3394.73,0.07,188.6,0,17.71,14,15,245.18,2,0.11,24,13,17,27,13.85,0.28,N
2,2,6,0.5,85.59,0.33,4.75,1,9.51,6,6,28.53,1,0.4,3,3,4,6,3.0,0.5,N
6,3,22,1.0,6054.17,0.05,336.34,0,17.88,18,16,329.03,3,0.27,23,10,12,47,18.4,0.5,N
7,6,29,0.86,8729.97,0.05,485.0,0,20.98,24,17,427.94,4,0.23,24,10,19,66,20.4,0.37,N
10,5,33,1.0,13005.9,0.05,722.55,0,29.94,25,24,624.02,5,0.24,33,19,29,82,20.84,0.34,N
5,2,17,1.0,3748.9,0.06,208.27,0,14.76,14,15,235.23,2,0.25,17,8,10,35,15.94,0.5,N
5,4,21,0.2,3127.8,0.09,173.77,0,22.9,18,11,267.62,4,0.25,17,8,10,46,11.69,0.5,N
6,5,26,0.17,5715.21,0.07,317.51,0,27.56,22,12,396.89,5,0.25,24,10,13,65,14.4,0.46,N
3,2,11,0.33,1180.25,0.12,65.57,0,17.34,10,11,143.06,2,0.21,9,6,6,26,8.25,0.5,N
3,2,10,0.33,401.52,0.18,22.31,0,12.8,9,7,71.7,2,0.23,8,5,9,12,5.6,0.33,N
1,1,1,1.0,12.0,0.67,0.67,0,5.33,2,3,8.0,0,0.25,1,1,2,3,1.5,0.5,N
1,1,1,1.0,236.83,0.25,13.16,0,14.8,2,8,59.21,0,0.25,5,5,2,11,4.0,0.5,N
1,1,1,1.0,188.21,0.29,10.46,0,15.36,2,7,53.77,0,0.25,5,5,2,10,3.5,0.5,N
2,1,7,0.5,2427.8,0.13,134.88,0,44.04,7,11,326.98,2,0.1,27,20,12,39,7.43,0.17,N
3,3,13,0.33,2327.82,0.12,129.32,0,33.91,12,8,280.94,5,0.14,29,14,17,34,8.29,0.18,N
1,1,1,1.0,0.0,0.0,0.0,1,0.0,2,0,0.0,0,0.17,0,0,0,0,0.0,1.0,N
2,1,5,0.5,360.21,0.16,20.01,1,9.6,5,7,58.81,0,0.22,7,4,6,10,6.13,0.33,N
3,1,12,0.33,1530.0,0.09,85.0,1,12.81,11,9,140.0,0,0.25,17,7,10,18,10.93,0.3,N
2,1,8,0.5,3612.83,0.13,200.71,0,60.71,8,12,468.33,3,0.08,36,28,15,52,7.71,0.13,N
1,1,1,1.0,67.5,0.4,3.75,0,10.8,2,5,27.0,0,0.2,3,3,3,6,2.5,0.33,N
3,3,13,0.33,2327.82,0.12,129.32,0,33.91,12,8,280.94,5,0.14,29,14,17,34,8.29,0.18,N
1,1,2,1.0,12.0,0.67,0.67,0,5.33,3,3,8.0,1,0.25,1,1,2,3,1.5,0.5,N
13,13,84,0.08,64501.75,0.03,3583.43,0,68.34,73,14,2099.51,8,0.18,158,36,60,214,30.72,0.22,N
4,3,15,0.25,2035.55,0.09,113.09,0,14.9,13,11,174.17,2,0.25,17,8,12,24,11.69,0.33,N
1,1,1,1.0,2405.29,0.05,133.63,2,5.12,2,10,111.01,0,0.08,13,3,8,17,21.67,0.13,N
1,1,3,1.0,69.74,0.5,3.87,0,17.43,4,4,34.87,2,0.2,5,5,2,6,2.0,0.5,N
1,1,2,1.0,426.42,0.19,23.69,2,14.99,3,8,79.95,1,0.08,8,6,10,13,5.33,0.1,N
6,2,17,1.0,12432.13,0.03,690.67,2,10.03,13,17,353.04,1,0.26,29,7,19,48,35.21,0.3,N
1,1,2,1.0,533.33,0.15,29.63,4,12.0,3,10,80.0,1,0.1,8,6,8,12,6.67,0.13,N
8,8,27,1.0,7380.0,0.06,410.0,1,22.78,21,16,410.0,4,0.36,36,16,19,46,18.0,0.42,N
3,3,8,1.0,496.63,0.2,27.59,0,19.38,7,9,98.1,2,0.3,9,8,6,15,5.06,0.5,N
3,2,9,0.33,2334.76,0.06,129.71,0,8.27,8,12,138.97,1,0.25,14,5,8,20,16.8,0.38,N
5,3,18,0.6,2822.18,0.09,156.79,1,25.3,15,13,267.19,2,0.29,26,16,14,29,10.56,0.36,N
72,71,221,0.97,92697.93,0.03,5149.89,0,94.78,151,16,2964.18,8,1.18,215,55,57,267,31.27,1.26,N
3,2,9,0.33,1984.88,0.07,110.27,1,10.13,8,12,141.78,1,0.23,14,6,10,20,14.0,0.3,N
3,3,11,0.33,1973.69,0.1,109.65,1,18.07,10,11,188.87,1,0.19,19,10,13,24,10.45,0.23,N
2,2,6,0.5,2670.48,0.05,148.36,0,7.66,6,14,143.06,1,0.4,8,3,2,27,18.67,1.0,N
4,2,13,0.25,3234.35,0.07,179.69,1,15.82,11,13,226.18,2,0.31,22,10,9,28,14.3,0.44,N
2,2,6,0.5,890.92,0.12,49.5,1,11.86,6,8,102.8,1,0.29,13,6,6,14,8.67,0.33,N
6,2,21,1.0,8283.77,0.05,460.21,4,19.44,17,17,401.29,2,0.3,34,14,18,47,20.64,0.33,N
8,8,35,0.13,14132.38,0.04,785.13,2,25.59,29,20,601.38,6,0.18,47,20,26,66,23.5,0.31,N
3,2,10,0.33,1104.67,0.1,61.37,0,11.62,9,9,113.3,1,0.25,13,6,6,16,9.75,0.5,N
1,1,1,1.0,27.14,0.67,1.51,0,12.06,2,3,18.09,0,0.25,3,3,2,4,1.5,0.5,N
3,3,10,1.0,2022.94,0.1,112.39,2,18.7,9,13,194.51,2,0.2,16,10,12,27,10.4,0.25,N
8,6,36,0.63,12089.65,0.06,671.65,0,44.13,30,16,730.42,8,0.15,60,29,20,73,16.55,0.4,N
36,24,150,0.42,102421.71,0.03,5690.1,0,78.92,116,21,2843.01,16,0.29,199,58,83,252,36.03,0.41,N
12,9,57,0.83,33598.94,0.04,1866.61,2,52.14,47,20,1323.59,9,0.21,99,39,47,126,25.38,0.25,N
3,3,14,1.0,781.48,0.19,43.42,0,27.63,13,9,146.95,5,0.2,13,11,11,21,5.32,0.27,N
1,1,4,1.0,1012.42,0.14,56.25,0,19.41,5,10,140.18,2,0.11,13,9,6,20,7.22,0.17,N
7,4,28,1.0,8439.31,0.06,468.85,1,26.05,23,18,468.85,5,0.33,38,19,19,52,18.0,0.37,N
1,1,4,1.0,184.37,0.35,10.24,2,22.59,5,5,64.53,3,0.14,8,7,6,10,2.86,0.17,N
10,9,33,0.1,10774.87,0.04,598.6,0,18.36,25,13,444.74,2,0.59,41,11,11,56,24.23,0.91,N
18,11,77,0.67,64869.18,0.03,3603.84,2,41.64,61,22,1643.48,8,0.16,122,34,59,161,39.47,0.31,N
10,5,39,0.7,9853.99,0.06,547.44,2,31.72,31,15,559.09,7,0.43,47,20,20,62,17.63,0.48,N
2,2,8,0.5,336.0,0.25,18.67,0,21.0,8,8,84.0,3,0.25,8,8,5,13,4.0,0.4,N
2,2,10,0.5,550.43,0.25,30.58,1,34.4,10,6,137.61,5,0.13,16,12,10,17,4.0,0.2,N
11,3,42,0.27,19439.18,0.03,1079.95,0,21.13,33,13,640.85,3,0.46,56,12,20,82,30.33,0.55,N
3,3,11,0.33,1746.31,0.09,97.02,0,15.35,10,8,163.72,2,0.27,16,6,9,27,10.67,0.33,N
26,16,108,0.85,120228.24,0.02,6679.35,2,59.54,84,22,2675.53,9,0.3,192,47,80,246,44.94,0.33,N
4,1,16,0.25,8577.24,0.05,476.51,3,23.76,14,15,451.43,0,0.24,38,15,14,54,19.0,0.29,N
2,2,7,0.5,361.36,0.18,20.08,3,11.52,7,7,64.53,1,0.29,8,5,5,10,5.6,0.4,N
1,1,2,1.0,17.41,0.67,0.97,0,7.74,3,3,11.61,1,0.25,2,2,2,3,1.5,0.5,N
2,2,10,0.5,1685.67,0.11,93.65,2,20.81,10,11,187.3,4,0.17,18,11,10,24,9.0,0.2,N
7,7,32,0.57,8682.88,0.06,482.38,1,34.83,27,12,549.92,9,0.25,50,19,22,61,15.79,0.32,N
3,2,9,1.0,298.89,0.21,16.61,1,12.97,8,6,62.27,1,0.33,8,5,7,10,4.8,0.43,N
21,20,123,0.52,116749.16,0.02,6486.06,1,65.4,104,26,2763.29,23,0.25,195,60,71,235,42.25,0.28,N
