BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,Defective
7,3,18,40,4,5,0.24,2,2.0,5,1.0,15,1,0,3,0,24.19,12.38,3709.91,0.1,N
11,5,16,57,20,6,0.25,10,2.0,5,0.83,23,1,0,8,0,36.62,7.08,1833.96,0.09,N
11,1,16,26,20,6,0.29,10,2.0,2,0.33,23,6,1,5,1,20.52,18.0,6647.55,0.12,N
3,1,4,21,4,2,0.33,2,2.0,1,0.5,7,1,0,2,0,14.23,9.38,1250.98,0.04,N
3,0,3,8,4,2,0.4,2,2.0,1,0.5,6,1,0,2,0,10.98,11.92,1558.69,0.04,N
5,5,14,20,8,3,0.17,4,2.0,3,1.0,14,1,0,4,1,23.56,9.73,2230.76,0.08,N
7,0,13,29,12,4,0.24,6,2.0,1,0.25,15,1,0,4,2,15.61,26.0,10551.02,0.14,N
5,2,7,8,8,3,0.3,4,2.0,3,1.0,9,1,0,3,0,19.12,4.5,387.18,0.03,N
3,1,4,7,4,2,0.33,2,2.0,2,1.0,5,1,0,2,0,12.4,3.75,174.4,0.02,N
3,2,4,7,4,2,0.4,2,2.0,2,1.0,6,1,0,1,1,12.8,4.2,225.85,0.02,N
9,2,17,21,16,5,0.24,8,2.0,2,0.4,20,1,0,4,1,16.75,20.67,7153.34,0.12,N
3,2,4,9,4,2,0.33,2,2.0,2,1.0,8,1,0,2,0,14.24,6.86,669.75,0.03,N
13,1,13,19,14,7,0.47,2,7.0,2,0.29,15,1,0,2,1,14.84,22.22,7326.97,0.11,N
5,0,8,25,8,3,0.25,4,2.0,1,0.33,10,1,0,4,1,18.17,9.0,1471.49,0.05,N
5,2,11,23,8,3,0.21,4,2.0,2,0.67,12,1,0,3,1,16.64,8.94,1328.8,0.05,N
7,3,18,40,4,5,0.24,2,2.0,5,1.0,15,1,0,3,0,24.19,12.38,3709.91,0.1,N
12,3,29,19,4,10,0.32,2,2.0,9,0.9,24,1,0,2,1,35.76,13.5,6517.93,0.16,N
5,1,7,26,6,3,0.3,2,3.0,1,0.33,9,3,1,3,2,20.04,7.33,1077.6,0.05,N
13,1,19,36,24,7,0.29,12,2.0,2,0.29,27,7,1,5,1,22.47,19.15,8239.54,0.14,N
3,1,4,12,4,2,0.33,2,2.0,1,0.5,7,1,0,2,0,14.3,6.29,564.82,0.03,N
3,1,4,10,4,2,0.4,2,2.0,1,0.5,7,1,0,1,0,13.1,6.86,616.17,0.03,N
3,1,6,24,4,2,0.25,2,2.0,2,1.0,8,1,0,2,0,18.73,15.0,4214.16,0.09,N
7,4,13,26,12,4,0.24,6,2.0,3,0.75,16,1,0,4,0,19.64,16.14,5125.38,0.11,N
3,0,26,17,4,2,0.07,2,2.0,1,0.5,7,1,0,2,0,23.26,51.0,60496.65,0.4,N
3,1,12,35,4,2,0.14,2,2.0,2,1.0,8,1,0,2,0,15.99,30.55,14925.04,0.16,N
3,1,4,8,4,2,0.33,2,2.0,1,0.5,7,1,0,2,0,12.96,7.71,771.43,0.03,N
3,3,4,4,4,2,0.4,2,2.0,2,1.0,7,1,0,1,0,14.04,2.0,56.15,0.01,N
11,1,16,30,20,6,0.29,10,2.0,2,0.33,23,1,0,5,0,16.79,21.0,7403.19,0.12,N
3,0,5,4,4,2,0.29,2,2.0,1,0.5,7,1,0,2,0,11.34,9.8,1089.11,0.04,N
7,3,9,43,12,4,0.33,6,2.0,2,0.5,15,1,0,3,0,16.8,8.33,1166.67,0.05,N
11,4,14,32,18,6,0.32,8,2.25,4,0.67,22,4,0,5,0,23.81,12.12,3494.58,0.1,N
9,0,11,14,16,5,0.42,8,2.0,1,0.2,18,1,0,1,0,12.69,14.4,2631.64,0.06,N
7,0,9,17,12,4,0.36,6,2.0,1,0.25,14,1,0,2,0,15.85,10.0,1584.57,0.05,N
9,0,6,17,14,5,0.56,6,2.33,1,0.2,14,1,0,3,1,10.89,19.5,4141.72,0.07,N
3,0,6,3,4,2,0.29,2,2.0,1,0.5,6,1,0,1,1,14.27,4.67,310.84,0.02,N
7,5,14,34,12,4,0.22,6,2.0,4,1.0,18,1,0,4,0,37.53,5.79,1256.26,0.07,N
3,1,5,4,4,2,0.29,2,2.0,2,1.0,6,1,0,2,1,14.76,4.5,298.97,0.02,N
3,2,5,4,4,2,0.29,2,2.0,2,1.0,7,1,0,2,1,18.26,3.6,236.63,0.02,N
10,5,26,45,6,7,0.23,2,3.0,7,1.0,23,3,0,4,0,31.56,14.5,6636.44,0.15,N
5,21,26,100,8,3,0.1,4,2.0,3,1.0,29,1,0,3,0,119.94,3.62,1572.37,0.14,N
5,8,25,47,8,3,0.11,4,2.0,2,0.67,18,1,0,3,0,33.63,18.0,10897.35,0.2,N
5,14,35,67,8,3,0.08,4,2.0,2,0.67,26,1,0,3,0,54.07,19.38,20319.16,0.35,N
5,17,47,73,8,3,0.06,4,2.0,2,0.67,29,1,0,3,0,75.17,22.63,38501.99,0.57,N
5,20,54,100,8,3,0.05,4,2.0,2,0.67,35,1,0,3,0,85.35,18.7,29847.5,0.53,N
7,29,61,67,12,4,0.06,6,2.0,2,0.5,43,1,0,4,0,95.01,22.3,47232.5,0.71,N
12,1,31,66,12,8,0.22,6,2.0,1,0.13,26,1,0,6,0,24.77,35.05,30423.07,0.29,N
5,3,11,67,8,3,0.2,4,2.0,3,1.0,12,1,0,4,0,27.63,6.87,1306.18,0.06,N
3,0,8,0,4,2,0.2,2,2.0,1,0.5,8,1,0,2,1,16.23,9.56,1485.28,0.05,N
3,1,4,0,4,2,0.4,2,2.0,2,1.0,8,1,0,1,1,15.33,11.67,2086.15,0.06,N
15,1,17,2,28,8,0.44,14,2.0,8,1.0,51,1,0,1,1,12.26,65.83,53124.43,0.27,N
10,9,33,4,8,6,0.15,4,2.0,6,1.0,24,4,0,6,0,33.05,17.59,10229.12,0.19,N
3,1,5,0,4,2,0.29,2,2.0,1,0.5,6,1,0,2,0,9.6,6.13,360.21,0.02,N
7,0,32,6,12,4,0.12,6,2.0,1,0.25,20,1,0,2,1,84.08,18.38,28389.73,0.52,N
5,3,11,4,8,3,0.25,4,2.0,1,0.33,15,1,0,1,0,25.96,8.17,1731.33,0.07,N
35,25,68,32,60,18,0.23,28,2.14,12,0.67,85,1,0,9,0,107.72,20.13,43626.97,0.72,N
18,10,40,12,28,10,0.22,14,2.0,9,0.9,42,1,0,6,0,36.22,21.25,16357.82,0.26,N
5,3,10,0,8,3,0.21,4,2.0,3,1.0,12,1,0,4,0,18.12,4.2,319.65,0.03,N
9,9,24,5,16,5,0.17,8,2.0,5,1.0,24,1,0,5,0,36.74,12.66,5885.92,0.16,N
23,18,85,16,18,16,0.18,8,2.25,14,0.88,75,4,0,5,1,72.85,37.97,105022.95,0.92,N
3,3,2,0,4,2,0.67,2,2.0,2,1.0,7,1,0,1,2,18.49,3.5,226.54,0.02,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
5,0,1,0,8,3,1.5,2,4.0,1,0.33,7,1,0,1,2,5.89,13.5,1074.15,0.03,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
3,0,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,2,7.0,6.0,252.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
3,1,0,0,4,2,1.0,2,2.0,1,0.5,7,1,0,0,2,8.18,7.0,401.52,0.02,N
3,1,0,0,4,2,1.0,2,2.0,1,0.5,7,1,0,0,2,9.87,7.7,585.2,0.03,N
7,3,6,0,12,4,0.5,6,2.0,3,0.75,16,1,0,2,2,21.69,6.13,813.61,0.04,N
1,1,1,0,4,1,0.5,2,2.0,1,1.0,2,1,0,1,2,11.24,4.0,179.89,0.01,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,5.05,5.0,126.33,0.01,N
3,0,4,0,4,2,0.4,2,2.0,1,0.5,6,1,0,1,2,6.18,5.0,154.4,0.01,N
7,0,1,0,12,4,2.0,6,2.0,1,0.25,12,1,0,1,3,6.66,10.0,665.68,0.02,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,5.05,5.0,126.33,0.01,N
3,0,4,0,4,2,0.4,2,2.0,1,0.5,6,1,0,1,2,6.18,5.0,154.4,0.01,N
7,0,1,0,12,4,2.0,6,2.0,1,0.25,12,1,0,1,3,6.66,10.0,665.68,0.02,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,3.95,15.75,980.75,0.02,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,1,1,4,4,1,0.5,2,2.0,1,1.0,2,1,0,1,2,11.24,4.0,179.89,0.01,N
3,1,0,0,4,2,1.0,2,2.0,2,1.0,6,1,0,0,1,7.78,5.33,221.4,0.01,N
7,2,12,0,12,4,0.27,6,2.0,3,0.75,15,1,0,3,2,10.48,27.19,7748.01,0.09,N
7,3,12,0,12,4,0.27,6,2.0,3,0.75,16,1,0,3,2,13.08,24.8,8043.39,0.11,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
5,3,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,2,15.9,5.79,532.29,0.03,N
5,3,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,3,17.44,5.63,551.81,0.03,N
5,4,3,0,8,3,0.75,4,2.0,3,1.0,16,1,0,1,0,13.46,9.33,1172.67,0.04,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
1,1,1,0,4,1,0.5,2,2.0,1,1.0,2,1,0,1,0,6.55,3.0,58.95,0.01,N
12,9,18,2,12,8,0.4,6,2.0,7,0.88,28,5,0,2,1,27.79,11.33,3570.0,0.11,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,5,1,0,1,0,5.99,3.75,84.22,0.01,N
5,3,4,0,8,3,0.6,4,2.0,3,1.0,15,1,0,1,1,10.03,17.33,3014.58,0.06,N
3,3,6,0,4,2,0.25,2,2.0,2,1.0,7,1,0,2,1,16.65,4.67,362.64,0.03,N
3,3,7,0,4,2,0.22,2,2.0,2,1.0,8,1,0,2,1,19.99,4.0,319.82,0.03,N
7,3,13,1,12,4,0.27,6,2.0,3,0.75,20,1,0,2,1,11.84,26.39,8245.95,0.1,N
11,8,20,5,20,6,0.25,10,2.0,5,0.83,34,1,0,4,1,20.14,22.1,9834.5,0.15,N
3,2,6,1,4,2,0.22,2,2.0,1,0.5,7,1,0,3,2,11.06,11.14,1372.69,0.04,N
5,4,8,1,8,3,0.27,4,2.0,3,1.0,14,1,0,3,3,13.21,17.1,3863.67,0.08,N
5,5,8,1,8,3,0.27,4,2.0,3,1.0,15,1,0,3,3,14.42,17.18,4256.92,0.08,N
5,4,9,1,8,3,0.25,4,2.0,3,1.0,16,1,0,3,1,13.36,17.94,4301.69,0.08,N
3,0,0,0,4,2,1.0,2,2.0,1,0.5,5,1,0,0,0,5.99,3.75,84.22,0.01,N
5,2,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,2,15.9,5.79,532.29,0.03,N
5,2,5,0,6,3,0.43,2,3.0,3,1.0,10,3,1,2,2,16.59,5.79,555.43,0.03,N
9,4,16,1,16,5,0.28,8,2.0,4,0.8,29,1,0,2,1,13.97,34.36,16494.55,0.16,N
7,4,9,1,12,4,0.33,6,2.0,4,1.0,20,1,0,3,4,18.47,17.0,5338.7,0.1,N
13,4,15,1,24,7,0.41,12,2.0,7,1.0,37,1,0,2,6,20.11,31.88,20434.13,0.21,N
7,4,9,1,12,4,0.33,6,2.0,4,1.0,20,1,0,3,5,18.18,17.0,5255.28,0.1,N
7,5,10,1,12,4,0.31,6,2.0,4,1.0,25,1,0,3,1,14.36,24.56,8656.64,0.12,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,5,1,0,1,0,5.99,3.75,84.22,0.01,N
7,4,6,0,12,4,0.57,6,2.0,4,1.0,22,1,0,1,1,12.38,20.0,4951.76,0.08,N
7,4,8,0,12,4,0.4,6,2.0,4,1.0,18,1,0,2,0,14.11,15.17,3246.47,0.07,N
5,2,3,0,8,3,0.75,4,2.0,2,0.67,11,3,1,1,1,9.79,9.6,902.51,0.03,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,13.66,4.2,240.91,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,13.66,4.2,240.91,0.02,N
7,3,14,1,12,4,0.25,6,2.0,3,0.75,21,1,0,2,1,11.91,27.44,8971.59,0.11,N
5,3,6,0,8,3,0.43,4,2.0,3,1.0,15,1,0,1,1,13.75,16.0,3521.25,0.07,N
3,2,5,0,4,2,0.29,2,2.0,2,1.0,7,1,0,2,0,13.02,7.5,732.54,0.03,N
11,7,20,5,20,6,0.25,10,2.0,5,0.83,33,1,0,4,1,17.24,24.19,10090.27,0.14,N
5,3,8,1,8,3,0.27,4,2.0,3,1.0,13,1,0,3,2,8.83,23.14,4728.77,0.07,N
5,3,9,1,8,3,0.25,4,2.0,3,1.0,15,1,0,3,1,10.22,20.64,4353.75,0.07,N
1,1,1,0,4,1,0.5,2,2.0,1,1.0,2,1,0,1,2,11.24,4.0,179.89,0.01,N
3,0,4,0,4,2,0.4,2,2.0,1,0.5,6,1,0,1,2,6.18,5.0,154.4,0.01,N
3,0,4,0,4,2,0.4,2,2.0,1,0.5,6,1,0,1,2,6.18,5.0,154.4,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
5,0,1,0,8,3,1.5,2,4.0,1,0.33,7,1,0,1,2,5.89,13.5,1074.15,0.03,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,1,1,4,4,1,0.5,2,2.0,1,1.0,2,1,0,1,2,11.24,4.0,179.89,0.01,N
3,0,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,2,7.0,6.0,252.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
3,1,0,0,4,2,1.0,2,2.0,2,1.0,6,1,0,0,1,7.78,5.33,221.4,0.01,N
7,2,12,0,12,4,0.27,6,2.0,3,0.75,15,1,0,3,2,10.48,27.19,7748.01,0.09,N
7,3,12,0,12,4,0.27,6,2.0,3,0.75,16,1,0,3,2,13.08,24.8,8043.39,0.11,N
23,10,42,17,38,12,0.26,16,2.38,3,0.25,61,1,0,5,0,77.13,21.16,34532.43,0.54,N
7,4,32,16,12,4,0.12,6,2.0,3,0.75,23,1,0,2,0,68.15,17.14,20027.63,0.39,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
5,3,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,2,15.9,5.79,532.29,0.03,N
5,3,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,3,17.44,5.63,551.81,0.03,N
5,4,3,0,8,3,0.75,4,2.0,3,1.0,16,1,0,1,0,13.46,9.33,1172.67,0.04,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,N
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,5,1,0,1,0,5.99,3.75,84.22,0.01,N
5,3,4,0,8,3,0.6,4,2.0,3,1.0,15,1,0,1,1,10.03,17.33,3014.58,0.06,N
3,3,6,0,4,2,0.25,2,2.0,2,1.0,7,1,0,2,1,16.65,4.67,362.64,0.03,N
3,3,7,0,4,2,0.22,2,2.0,2,1.0,8,1,0,2,1,19.99,4.0,319.82,0.03,N
7,3,13,1,12,4,0.27,6,2.0,3,0.75,20,1,0,2,1,11.84,26.39,8245.95,0.1,N
11,8,20,5,20,6,0.25,10,2.0,5,0.83,34,1,0,4,1,20.14,22.1,9834.5,0.15,N
3,2,6,1,4,2,0.22,2,2.0,1,0.5,7,1,0,3,2,11.06,11.14,1372.69,0.04,N
5,4,8,1,8,3,0.27,4,2.0,3,1.0,14,1,0,3,3,13.21,17.1,3863.67,0.08,N
5,5,8,1,8,3,0.27,4,2.0,3,1.0,15,1,0,3,3,14.42,17.18,4256.92,0.08,N
5,4,9,1,8,3,0.25,4,2.0,3,1.0,16,1,0,3,1,13.36,17.94,4301.69,0.08,N
3,0,0,0,4,2,1.0,2,2.0,1,0.5,5,1,0,0,0,5.99,3.75,84.22,0.01,N
5,2,4,0,6,3,0.6,2,3.0,3,1.0,10,3,1,1,2,15.9,5.79,532.29,0.03,N
5,2,5,0,6,3,0.43,2,3.0,3,1.0,10,3,1,2,2,16.59,5.79,555.43,0.03,N
9,4,16,1,16,5,0.28,8,2.0,4,0.8,29,1,0,2,1,13.97,34.36,16494.55,0.16,N
7,4,9,1,12,4,0.33,6,2.0,4,1.0,20,1,0,3,4,18.47,17.0,5338.7,0.1,N
13,4,15,1,24,7,0.41,12,2.0,7,1.0,37,1,0,2,6,20.11,31.88,20434.13,0.21,N
7,4,9,1,12,4,0.33,6,2.0,4,1.0,20,1,0,3,5,18.18,17.0,5255.28,0.1,N
7,5,10,1,12,4,0.31,6,2.0,4,1.0,25,1,0,3,1,14.36,24.56,8656.64,0.12,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,5,1,0,1,0,5.99,3.75,84.22,0.01,N
7,4,6,0,12,4,0.57,6,2.0,4,1.0,22,1,0,1,1,12.38,20.0,4951.76,0.08,N
7,4,8,0,12,4,0.4,6,2.0,4,1.0,18,1,0,2,0,14.11,15.17,3246.47,0.07,N
5,2,3,0,8,3,0.75,4,2.0,2,0.67,11,3,1,1,1,9.79,9.6,902.51,0.03,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,13.66,4.2,240.91,0.02,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,13.66,4.2,240.91,0.02,N
7,3,14,1,12,4,0.25,6,2.0,3,0.75,21,1,0,2,1,11.91,27.44,8971.59,0.11,N
5,3,6,0,8,3,0.43,4,2.0,3,1.0,15,1,0,1,1,13.75,16.0,3521.25,0.07,N
3,2,5,0,4,2,0.29,2,2.0,2,1.0,7,1,0,2,0,13.02,7.5,732.54,0.03,N
11,7,20,5,20,6,0.25,10,2.0,5,0.83,33,1,0,4,1,17.24,24.19,10090.27,0.14,N
5,3,8,1,8,3,0.27,4,2.0,3,1.0,13,1,0,3,2,8.83,23.14,4728.77,0.07,N
5,3,9,1,8,3,0.25,4,2.0,3,1.0,15,1,0,3,1,10.22,20.64,4353.75,0.07,N
3,1,0,0,4,2,1.0,2,2.0,1,0.5,7,1,0,0,2,8.18,7.0,401.52,0.02,N
3,1,0,0,4,2,1.0,2,2.0,1,0.5,7,1,0,0,2,9.87,7.7,585.2,0.03,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,5.05,5.0,126.33,0.01,N
7,0,1,0,12,4,2.0,6,2.0,1,0.25,12,1,0,1,3,6.66,10.0,665.68,0.02,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,5.05,5.0,126.33,0.01,N
7,0,1,0,12,4,2.0,6,2.0,1,0.25,12,1,0,1,3,6.66,10.0,665.68,0.02,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,3.95,15.75,980.75,0.02,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
27,17,93,26,52,14,0.13,26,2.0,8,0.57,88,1,0,11,0,149.83,25.83,99941.02,1.29,N
11,17,49,12,20,6,0.11,10,2.0,6,1.0,54,6,1,7,1,82.49,15.76,20495.0,0.43,N
6,16,134,26,4,4,0.03,2,2.0,4,1.0,130,1,0,4,4,515.37,19.45,194889.1,3.34,N
15,4,52,9,28,8,0.15,14,2.0,3,0.38,47,1,0,3,0,115.8,20.46,48481.62,0.79,N
1,1,1,0,4,1,0.5,2,2.0,1,1.0,2,1,0,1,0,6.55,3.0,58.95,0.01,N
12,9,18,2,12,8,0.4,6,2.0,7,0.88,28,5,0,2,1,27.79,11.33,3570.0,0.11,N
3,1,0,0,4,2,1.0,2,2.0,1,0.5,7,1,0,0,2,8.18,7.0,401.52,0.02,N
3,1,0,0,4,2,1.0,2,2.0,1,0.5,7,1,0,0,2,9.87,7.7,585.2,0.03,N
5,2,12,0,8,3,0.19,4,2.0,2,0.67,13,1,0,4,3,17.43,11.45,2287.31,0.07,N
5,2,12,0,8,3,0.19,4,2.0,2,0.67,13,1,0,4,3,17.43,11.45,2287.31,0.07,N
5,2,12,0,8,3,0.19,4,2.0,2,0.67,13,1,0,4,3,17.43,11.45,2287.31,0.07,N
3,2,7,0,8,2,0.2,4,2.0,2,1.0,7,1,0,3,3,15.05,6.75,685.66,0.03,N
3,2,7,0,8,2,0.2,4,2.0,2,1.0,7,1,0,3,3,15.05,6.75,685.66,0.03,N
3,2,7,0,8,2,0.2,4,2.0,2,1.0,7,1,0,3,3,15.05,6.75,685.66,0.03,N
1,1,1,0,4,1,0.5,2,2.0,1,1.0,2,1,0,1,2,11.24,4.0,179.89,0.01,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,5.05,5.0,126.33,0.01,N
3,0,4,0,4,2,0.4,2,2.0,1,0.5,6,1,0,1,2,6.18,5.0,154.4,0.01,N
7,0,1,0,12,4,2.0,6,2.0,1,0.25,12,1,0,1,3,6.66,10.0,665.68,0.02,N
3,0,4,0,4,2,0.4,2,2.0,1,0.5,6,1,0,1,2,6.18,5.0,154.4,0.01,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,5.05,5.0,126.33,0.01,N
7,0,1,0,12,4,2.0,6,2.0,1,0.25,12,1,0,1,3,6.66,10.0,665.68,0.02,N
3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,3.95,15.75,980.75,0.02,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
5,0,1,0,8,3,1.5,2,4.0,1,0.33,7,1,0,1,2,5.89,13.5,1074.15,0.03,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
1,1,1,4,4,1,0.5,2,2.0,1,1.0,2,1,0,1,2,11.24,4.0,179.89,0.01,N
3,0,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,2,7.0,6.0,252.0,0.01,N
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,N
3,1,0,0,4,2,1.0,2,2.0,2,1.0,6,1,0,0,1,7.78,5.33,221.4,0.01,N
7,2,12,0,12,4,0.27,6,2.0,3,0.75,15,1,0,3,2,10.48,27.19,7748.01,0.09,N
7,3,12,0,12,4,0.27,6,2.0,3,0.75,16,1,0,3,2,13.08,24.8,8043.39,0.11,N
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,1,12.33,4.8,284.19,0.02,N
