HALSTEAD_EFFORT,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,HALSTEAD_LENGTH,NUM_OPERATORS,NUM_OPERANDS,NUMBER_OF_LINES,LOC_CODE_AND_COMMENT,EDGE_COUNT,HALSTEAD_CONTENT,LOC_COMMENTS,NUM_UNIQUE_OPERANDS,NODE_COUNT,CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,BRANCH_COUNT,DECISION_COUNT,HALSTEAD_DIFFICULTY,MODIFIED_CONDITION_COUNT,CALL_PAIRS,Defective
236.63,13.15,65.73,19,13,6,13,5,7,18.26,4,5,7,4,2,3,2,3.6,1,2,N
6636.44,368.69,457.69,86,57,29,77,26,23,31.56,45,20,18,6,3,10,2,14.5,2,5,N
1572.37,87.35,434.27,84,54,30,131,26,29,119.94,100,29,28,8,4,5,4,3.62,2,21,N
10897.35,605.41,605.41,119,83,36,77,25,18,33.63,47,17,17,8,4,5,4,18.0,2,8,N
20319.16,1128.84,1048.21,192,136,56,107,35,26,54.07,67,26,25,8,4,5,4,19.38,2,14,N
38501.99,2139.0,1701.19,297,216,81,125,47,29,75.17,73,34,28,8,4,5,4,22.63,2,17,N
29847.5,1658.19,1596.12,280,203,77,159,54,35,85.35,100,35,34,8,4,5,4,18.7,2,20,N
47232.5,2624.03,2118.44,348,233,115,134,61,43,95.01,67,49,41,12,6,7,6,22.3,3,29,N
30423.07,1690.17,868.05,159,95,64,105,31,26,24.77,66,21,20,12,6,12,6,35.05,3,1,N
1306.18,72.57,189.99,42,27,15,84,11,12,27.63,67,12,11,8,4,5,4,6.87,2,3,N
1485.28,82.52,155.32,38,21,17,14,8,8,16.23,0,8,8,4,2,3,2,9.56,1,0,N
2086.15,115.9,178.81,39,25,14,9,4,8,15.33,0,9,8,4,2,3,2,11.67,1,1,N
53124.43,2951.36,806.95,176,97,79,24,17,51,12.26,2,9,45,28,14,15,14,65.83,7,1,N
10229.12,568.28,581.44,102,64,38,45,33,24,33.05,4,27,20,8,4,10,4,17.59,2,9,N
360.21,20.01,58.81,17,10,7,9,5,6,9.6,0,4,6,4,2,3,2,6.13,1,1,N
28389.73,1577.21,1545.02,283,185,98,42,32,20,84.08,6,32,18,12,6,7,6,18.38,3,0,N
1731.33,96.19,212.0,53,32,21,18,11,15,25.96,4,9,14,8,4,5,4,8.17,2,3,N
43626.97,2423.72,2167.8,327,194,133,111,68,85,107.72,32,76,69,60,30,35,28,20.13,16,25,N
16357.82,908.77,769.78,141,90,51,60,40,42,36.22,12,24,34,28,14,18,14,21.25,7,10,N
319.65,17.76,76.11,22,15,7,16,10,12,18.12,0,5,11,8,4,5,4,4.2,2,3,N
5885.92,327.0,465.0,93,56,37,36,24,24,36.74,5,19,21,16,8,9,8,12.66,4,9,N
105022.95,5834.61,2766.04,422,260,162,108,85,75,72.85,16,64,61,18,9,23,8,37.97,5,18,N
226.54,12.59,64.73,17,10,7,6,2,7,18.49,0,7,7,4,2,3,2,3.5,1,3,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
1074.15,59.68,79.57,23,17,6,4,1,7,5.89,0,2,6,8,4,5,2,13.5,3,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
252.0,14.0,42.0,14,10,4,4,1,5,7.0,0,2,5,6,3,3,2,6.0,2,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
401.52,22.31,57.36,16,9,7,1,0,7,8.18,0,4,7,4,2,3,2,7.0,1,1,N
585.2,32.5,76.0,19,12,7,1,0,7,9.87,0,5,7,4,2,3,2,7.7,1,1,N
813.61,45.2,132.83,34,20,14,11,6,16,21.69,0,8,14,12,6,7,6,6.13,3,3,N
179.89,9.99,44.97,13,10,3,4,1,2,11.24,0,3,3,4,2,1,2,4.0,1,1,N
126.33,7.02,25.27,9,5,4,4,1,6,5.05,0,2,6,4,2,3,2,5.0,1,0,N
154.4,8.58,30.88,11,7,4,7,4,6,6.18,0,2,6,4,2,3,2,5.0,1,0,N
665.68,36.98,66.57,21,11,10,4,1,12,6.66,0,3,10,12,6,7,6,10.0,3,0,N
126.33,7.02,25.27,9,5,4,4,1,6,5.05,0,2,6,4,2,3,2,5.0,1,0,N
154.4,8.58,30.88,11,7,4,7,4,6,6.18,0,2,6,4,2,3,2,5.0,1,0,N
665.68,36.98,66.57,21,11,10,4,1,12,6.66,0,3,10,12,6,7,6,10.0,3,0,N
980.75,54.49,62.27,18,11,7,4,1,6,3.95,0,2,6,4,2,3,2,15.75,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,5,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
179.89,9.99,44.97,13,10,3,8,1,2,11.24,4,3,3,4,2,1,2,4.0,1,1,N
221.4,12.3,41.51,12,8,4,2,0,6,7.78,0,3,6,4,2,3,2,5.33,1,1,N
7748.01,430.45,284.98,63,34,29,17,12,15,10.48,0,8,13,12,6,7,6,27.19,3,2,N
8043.39,446.86,324.33,69,38,31,17,12,16,13.08,0,10,14,12,6,7,6,24.8,3,3,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
532.29,29.57,92.0,23,14,9,7,4,10,15.9,0,7,9,6,3,5,2,5.79,2,3,N
551.81,30.66,98.1,24,14,10,8,4,10,17.44,0,8,9,6,3,5,2,5.63,2,3,N
1172.67,65.15,125.64,33,19,14,6,3,16,13.46,0,6,15,8,4,5,4,9.33,2,4,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
58.95,3.28,19.65,7,6,1,4,1,2,6.55,0,1,3,4,2,1,2,3.0,1,1,N
3570.0,198.33,315.0,63,43,20,24,18,28,27.79,2,15,22,12,6,12,6,11.33,3,9,N
84.22,4.68,22.46,8,5,3,4,1,5,5.99,0,2,5,4,2,3,2,3.75,1,0,N
3014.58,167.48,173.92,39,26,13,7,4,15,10.03,0,6,14,8,4,5,4,17.33,2,3,N
362.64,20.15,77.71,21,13,8,10,6,7,16.65,0,6,7,4,2,3,2,4.67,1,3,N
319.82,17.77,79.95,21,13,8,11,7,8,19.99,0,7,8,4,2,3,2,4.0,1,3,N
8245.95,458.11,312.48,65,40,25,18,13,20,11.84,1,9,18,12,6,7,6,26.39,3,3,N
9834.5,546.36,445.0,89,50,39,31,20,34,20.14,5,15,30,20,10,11,10,22.1,5,8,N
1372.69,76.26,123.19,29,16,13,12,6,7,11.06,1,7,7,4,2,3,2,11.14,1,2,N
3863.67,214.65,225.95,47,28,19,15,8,14,13.21,1,10,13,8,4,5,4,17.1,2,4,N
4256.92,236.5,247.76,51,30,21,15,8,15,14.42,1,11,14,8,4,5,4,17.18,2,5,N
4301.69,238.98,239.72,51,32,19,15,9,16,13.36,1,9,15,8,4,5,4,17.94,2,4,N
84.22,4.68,22.46,8,5,3,2,0,5,5.99,0,2,5,4,2,3,2,3.75,1,0,N
532.29,29.57,92.0,23,14,9,8,4,10,15.9,0,7,9,6,3,5,2,5.79,2,2,N
555.43,30.86,96.0,24,15,9,10,5,10,16.59,0,7,9,6,3,5,2,5.79,2,2,N
16494.55,916.36,480.0,96,60,36,21,16,29,13.97,1,11,26,16,8,9,8,34.36,4,4,N
5338.7,296.59,314.04,64,38,26,16,9,20,18.47,1,13,18,12,6,7,6,17.0,3,4,N
20434.13,1135.23,641.07,124,73,51,22,15,37,20.11,1,16,32,24,12,13,12,31.88,6,4,N
5255.28,291.96,309.13,63,37,26,17,9,20,18.18,1,13,18,12,6,7,6,17.0,3,4,N
8656.64,480.92,352.53,75,49,26,16,10,25,14.36,1,9,23,12,6,7,6,24.56,3,5,N
84.22,4.68,22.46,8,5,3,4,1,5,5.99,0,2,5,4,2,3,2,3.75,1,0,N
4951.76,275.1,247.59,54,30,24,9,6,22,12.38,0,9,20,12,6,7,6,20.0,3,4,N
3246.47,180.36,214.05,48,27,21,12,8,18,14.11,0,9,16,12,6,7,6,15.17,3,4,N
902.51,50.14,94.01,23,15,8,6,3,11,9.79,0,5,10,8,4,5,4,9.6,2,2,N
240.91,13.38,57.36,16,10,6,7,4,7,13.66,0,5,7,4,2,3,2,4.2,1,2,N
240.91,13.38,57.36,16,10,6,7,4,7,13.66,0,5,7,4,2,3,2,4.2,1,2,N
8971.59,498.42,326.9,68,42,26,19,14,21,11.91,1,9,19,12,6,7,6,27.44,3,3,N
3521.25,195.63,220.08,48,32,16,9,6,15,13.75,0,8,14,8,4,5,4,16.0,2,3,N
732.54,40.7,97.67,25,15,10,9,5,7,13.02,0,6,7,4,2,3,2,7.5,1,2,N
10090.27,560.57,417.09,85,48,37,31,20,33,17.24,5,13,29,20,10,11,10,24.19,5,7,N
4728.77,262.71,204.33,44,26,18,14,8,13,8.83,1,7,12,8,4,5,4,23.14,2,3,N
4353.75,241.87,210.91,46,29,17,15,9,15,10.22,1,7,14,8,4,5,4,20.64,2,3,N
179.89,9.99,44.97,13,10,3,4,1,2,11.24,0,3,3,4,2,1,2,4.0,1,1,N
154.4,8.58,30.88,11,7,4,7,4,6,6.18,0,2,6,4,2,3,2,5.0,1,0,N
154.4,8.58,30.88,11,7,4,7,4,6,6.18,0,2,6,4,2,3,2,5.0,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
1074.15,59.68,79.57,23,17,6,4,1,7,5.89,0,2,6,8,4,5,2,13.5,3,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
179.89,9.99,44.97,13,10,3,8,1,2,11.24,4,3,3,4,2,1,2,4.0,1,1,N
252.0,14.0,42.0,14,10,4,4,1,5,7.0,0,2,5,6,3,3,2,6.0,2,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
221.4,12.3,41.51,12,8,4,2,0,6,7.78,0,3,6,4,2,3,2,5.33,1,1,N
7748.01,430.45,284.98,63,34,29,17,12,15,10.48,0,8,13,12,6,7,6,27.19,3,2,N
8043.39,446.86,324.33,69,38,31,17,12,16,13.08,0,10,14,12,6,7,6,24.8,3,3,N
34532.43,1918.47,1632.0,272,155,117,66,42,61,77.13,17,47,51,38,19,23,16,21.16,11,10,N
20027.63,1112.65,1168.28,207,127,80,52,32,23,68.15,16,35,21,12,6,7,6,17.14,3,4,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
532.29,29.57,92.0,23,14,9,7,4,10,15.9,0,7,9,6,3,5,2,5.79,2,3,N
551.81,30.66,98.1,24,14,10,8,4,10,17.44,0,8,9,6,3,5,2,5.63,2,3,N
1172.67,65.15,125.64,33,19,14,6,3,16,13.46,0,6,15,8,4,5,4,9.33,2,4,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
84.22,4.68,22.46,8,5,3,4,1,5,5.99,0,2,5,4,2,3,2,3.75,1,0,N
3014.58,167.48,173.92,39,26,13,7,4,15,10.03,0,6,14,8,4,5,4,17.33,2,3,N
362.64,20.15,77.71,21,13,8,10,6,7,16.65,0,6,7,4,2,3,2,4.67,1,3,N
319.82,17.77,79.95,21,13,8,11,7,8,19.99,0,7,8,4,2,3,2,4.0,1,3,N
8245.95,458.11,312.48,65,40,25,18,13,20,11.84,1,9,18,12,6,7,6,26.39,3,3,N
9834.5,546.36,445.0,89,50,39,31,20,34,20.14,5,15,30,20,10,11,10,22.1,5,8,N
1372.69,76.26,123.19,29,16,13,12,6,7,11.06,1,7,7,4,2,3,2,11.14,1,2,N
3863.67,214.65,225.95,47,28,19,15,8,14,13.21,1,10,13,8,4,5,4,17.1,2,4,N
4256.92,236.5,247.76,51,30,21,15,8,15,14.42,1,11,14,8,4,5,4,17.18,2,5,N
4301.69,238.98,239.72,51,32,19,15,9,16,13.36,1,9,15,8,4,5,4,17.94,2,4,N
84.22,4.68,22.46,8,5,3,2,0,5,5.99,0,2,5,4,2,3,2,3.75,1,0,N
532.29,29.57,92.0,23,14,9,8,4,10,15.9,0,7,9,6,3,5,2,5.79,2,2,N
555.43,30.86,96.0,24,15,9,10,5,10,16.59,0,7,9,6,3,5,2,5.79,2,2,N
16494.55,916.36,480.0,96,60,36,21,16,29,13.97,1,11,26,16,8,9,8,34.36,4,4,N
5338.7,296.59,314.04,64,38,26,16,9,20,18.47,1,13,18,12,6,7,6,17.0,3,4,N
20434.13,1135.23,641.07,124,73,51,22,15,37,20.11,1,16,32,24,12,13,12,31.88,6,4,N
5255.28,291.96,309.13,63,37,26,17,9,20,18.18,1,13,18,12,6,7,6,17.0,3,4,N
8656.64,480.92,352.53,75,49,26,16,10,25,14.36,1,9,23,12,6,7,6,24.56,3,5,N
84.22,4.68,22.46,8,5,3,4,1,5,5.99,0,2,5,4,2,3,2,3.75,1,0,N
4951.76,275.1,247.59,54,30,24,9,6,22,12.38,0,9,20,12,6,7,6,20.0,3,4,N
3246.47,180.36,214.05,48,27,21,12,8,18,14.11,0,9,16,12,6,7,6,15.17,3,4,N
902.51,50.14,94.01,23,15,8,6,3,11,9.79,0,5,10,8,4,5,4,9.6,2,2,N
240.91,13.38,57.36,16,10,6,7,4,7,13.66,0,5,7,4,2,3,2,4.2,1,2,N
240.91,13.38,57.36,16,10,6,7,4,7,13.66,0,5,7,4,2,3,2,4.2,1,2,N
8971.59,498.42,326.9,68,42,26,19,14,21,11.91,1,9,19,12,6,7,6,27.44,3,3,N
3521.25,195.63,220.08,48,32,16,9,6,15,13.75,0,8,14,8,4,5,4,16.0,2,3,N
732.54,40.7,97.67,25,15,10,9,5,7,13.02,0,6,7,4,2,3,2,7.5,1,2,N
10090.27,560.57,417.09,85,48,37,31,20,33,17.24,5,13,29,20,10,11,10,24.19,5,7,N
4728.77,262.71,204.33,44,26,18,14,8,13,8.83,1,7,12,8,4,5,4,23.14,2,3,N
4353.75,241.87,210.91,46,29,17,15,9,15,10.22,1,7,14,8,4,5,4,20.64,2,3,N
401.52,22.31,57.36,16,9,7,1,0,7,8.18,0,4,7,4,2,3,2,7.0,1,1,N
585.2,32.5,76.0,19,12,7,1,0,7,9.87,0,5,7,4,2,3,2,7.7,1,1,N
126.33,7.02,25.27,9,5,4,4,1,6,5.05,0,2,6,4,2,3,2,5.0,1,0,N
665.68,36.98,66.57,21,11,10,4,1,12,6.66,0,3,10,12,6,7,6,10.0,3,0,N
126.33,7.02,25.27,9,5,4,4,1,6,5.05,0,2,6,4,2,3,2,5.0,1,0,N
665.68,36.98,66.57,21,11,10,4,1,12,6.66,0,3,10,12,6,7,6,10.0,3,0,N
980.75,54.49,62.27,18,11,7,4,1,6,3.95,0,2,6,4,2,3,2,15.75,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,5,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
99941.02,5552.28,3869.64,589,352,237,132,93,88,149.83,26,78,76,52,26,27,26,25.83,13,17,N
20495.0,1138.61,1300.24,227,130,97,70,49,54,82.49,12,40,50,20,10,11,10,15.76,5,17,N
194889.1,10827.17,10021.99,1298,824,474,169,134,130,515.37,26,195,128,4,2,6,2,19.45,1,16,N
48481.62,2693.42,2369.4,392,240,152,66,52,47,115.8,9,52,41,28,14,15,14,20.46,7,4,N
58.95,3.28,19.65,7,6,1,4,1,2,6.55,0,1,3,4,2,1,2,3.0,1,1,N
3570.0,198.33,315.0,63,43,20,24,18,28,27.79,2,15,22,12,6,12,6,11.33,3,9,N
401.52,22.31,57.36,16,9,7,1,0,7,8.18,0,4,7,4,2,3,2,7.0,1,1,N
585.2,32.5,76.0,19,12,7,1,0,7,9.87,0,5,7,4,2,3,2,7.7,1,1,N
2287.31,127.07,199.69,43,25,18,20,12,13,17.43,0,11,12,8,4,5,4,11.45,2,2,N
2287.31,127.07,199.69,43,25,18,20,12,13,17.43,0,11,12,8,4,5,4,11.45,2,2,N
2287.31,127.07,199.69,43,25,18,20,12,13,17.43,0,11,12,8,4,5,4,11.45,2,2,N
685.66,38.09,101.58,26,17,9,14,7,7,15.05,0,6,7,8,4,3,4,6.75,2,2,N
685.66,38.09,101.58,26,17,9,14,7,7,15.05,0,6,7,8,4,3,4,6.75,2,2,N
685.66,38.09,101.58,26,17,9,14,7,7,15.05,0,6,7,8,4,3,4,6.75,2,2,N
179.89,9.99,44.97,13,10,3,4,1,2,11.24,0,3,3,4,2,1,2,4.0,1,1,N
126.33,7.02,25.27,9,5,4,4,1,6,5.05,0,2,6,4,2,3,2,5.0,1,0,N
154.4,8.58,30.88,11,7,4,7,4,6,6.18,0,2,6,4,2,3,2,5.0,1,0,N
665.68,36.98,66.57,21,11,10,4,1,12,6.66,0,3,10,12,6,7,6,10.0,3,0,N
154.4,8.58,30.88,11,7,4,7,4,6,6.18,0,2,6,4,2,3,2,5.0,1,0,N
126.33,7.02,25.27,9,5,4,4,1,6,5.05,0,2,6,4,2,3,2,5.0,1,0,N
665.68,36.98,66.57,21,11,10,4,1,12,6.66,0,3,10,12,6,7,6,10.0,3,0,N
980.75,54.49,62.27,18,11,7,4,1,6,3.95,0,2,6,4,2,3,2,15.75,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,5,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
1074.15,59.68,79.57,23,17,6,4,1,7,5.89,0,2,6,8,4,5,2,13.5,3,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
179.89,9.99,44.97,13,10,3,8,1,2,11.24,4,3,3,4,2,1,2,4.0,1,1,N
252.0,14.0,42.0,14,10,4,4,1,5,7.0,0,2,5,6,3,3,2,6.0,2,0,N
72.0,4.0,24.0,8,6,2,4,1,1,8.0,0,2,2,4,2,1,2,3.0,1,0,N
221.4,12.3,41.51,12,8,4,2,0,6,7.78,0,3,6,4,2,3,2,5.33,1,1,N
7748.01,430.45,284.98,63,34,29,17,12,15,10.48,0,8,13,12,6,7,6,27.19,3,2,N
8043.39,446.86,324.33,69,38,31,17,12,16,13.08,0,10,14,12,6,7,6,24.8,3,3,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
532.29,29.57,92.0,23,14,9,7,4,10,15.9,0,7,9,6,3,5,2,5.79,2,3,N
551.81,30.66,98.1,24,14,10,8,4,10,17.44,0,8,9,6,3,5,2,5.63,2,3,N
1172.67,65.15,125.64,33,19,14,6,3,16,13.46,0,6,15,8,4,5,4,9.33,2,4,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
284.19,15.79,59.21,16,10,6,7,4,7,12.33,0,5,7,4,2,3,2,4.8,1,2,N
302.05,16.78,64.73,17,10,7,7,4,7,13.87,0,6,7,4,2,3,2,4.67,1,2,N
701.11,38.95,65.73,19,11,8,5,2,8,6.16,0,3,8,4,2,3,2,10.67,1,2,N
58.95,3.28,19.65,7,6,1,4,1,2,6.55,0,1,3,4,2,1,2,3.0,1,1,N
3570.0,198.33,315.0,63,43,20,24,18,28,27.79,2,15,22,12,6,12,6,11.33,3,9,N
84.22,4.68,22.46,8,5,3,4,1,5,5.99,0,2,5,4,2,3,2,3.75,1,0,N
3014.58,167.48,173.92,39,26,13,7,4,15,10.03,0,6,14,8,4,5,4,17.33,2,3,N
362.64,20.15,77.71,21,13,8,10,6,7,16.65,0,6,7,4,2,3,2,4.67,1,3,N
319.82,17.77,79.95,21,13,8,11,7,8,19.99,0,7,8,4,2,3,2,4.0,1,3,N
8245.95,458.11,312.48,65,40,25,18,13,20,11.84,1,9,18,12,6,7,6,26.39,3,3,N
9834.5,546.36,445.0,89,50,39,31,20,34,20.14,5,15,30,20,10,11,10,22.1,5,8,N
1372.69,76.26,123.19,29,16,13,12,6,7,11.06,1,7,7,4,2,3,2,11.14,1,2,N
3863.67,214.65,225.95,47,28,19,15,8,14,13.21,1,10,13,8,4,5,4,17.1,2,4,N
4256.92,236.5,247.76,51,30,21,15,8,15,14.42,1,11,14,8,4,5,4,17.18,2,5,N
4301.69,238.98,239.72,51,32,19,15,9,16,13.36,1,9,15,8,4,5,4,17.94,2,4,N
84.22,4.68,22.46,8,5,3,2,0,5,5.99,0,2,5,4,2,3,2,3.75,1,0,N
532.29,29.57,92.0,23,14,9,8,4,10,15.9,0,7,9,6,3,5,2,5.79,2,2,N
555.43,30.86,96.0,24,15,9,10,5,10,16.59,0,7,9,6,3,5,2,5.79,2,2,N
16494.55,916.36,480.0,96,60,36,21,16,29,13.97,1,11,26,16,8,9,8,34.36,4,4,N
5338.7,296.59,314.04,64,38,26,16,9,20,18.47,1,13,18,12,6,7,6,17.0,3,4,N
20434.13,1135.23,641.07,124,73,51,22,15,37,20.11,1,16,32,24,12,13,12,31.88,6,4,N
5255.28,291.96,309.13,63,37,26,17,9,20,18.18,1,13,18,12,6,7,6,17.0,3,4,N
8656.64,480.92,352.53,75,49,26,16,10,25,14.36,1,9,23,12,6,7,6,24.56,3,5,N
84.22,4.68,22.46,8,5,3,4,1,5,5.99,0,2,5,4,2,3,2,3.75,1,0,N
4951.76,275.1,247.59,54,30,24,9,6,22,12.38,0,9,20,12,6,7,6,20.0,3,4,N
3246.47,180.36,214.05,48,27,21,12,8,18,14.11,0,9,16,12,6,7,6,15.17,3,4,N
902.51,50.14,94.01,23,15,8,6,3,11,9.79,0,5,10,8,4,5,4,9.6,2,2,N
240.91,13.38,57.36,16,10,6,7,4,7,13.66,0,5,7,4,2,3,2,4.2,1,2,N
240.91,13.38,57.36,16,10,6,7,4,7,13.66,0,5,7,4,2,3,2,4.2,1,2,N
8971.59,498.42,326.9,68,42,26,19,14,21,11.91,1,9,19,12,6,7,6,27.44,3,3,N
3521.25,195.63,220.08,48,32,16,9,6,15,13.75,0,8,14,8,4,5,4,16.0,2,3,N
732.54,40.7,97.67,25,15,10,9,5,7,13.02,0,6,7,4,2,3,2,7.5,1,2,N
10090.27,560.57,417.09,85,48,37,31,20,33,17.24,5,13,29,20,10,11,10,24.19,5,7,N
4728.77,262.71,204.33,44,26,18,14,8,13,8.83,1,7,12,8,4,5,4,23.14,2,3,N
4353.75,241.87,210.91,46,29,17,15,9,15,10.22,1,7,14,8,4,5,4,20.64,2,3,N
4719.55,262.2,211.77,49,25,24,13,9,15,9.5,0,7,13,12,6,7,6,22.29,3,1,N
507.65,28.2,76.15,20,10,10,4,1,7,11.42,0,6,7,4,2,3,2,6.67,1,0,N
766.89,42.6,141.78,34,17,17,8,3,6,26.21,2,11,6,4,2,3,2,5.41,1,1,N
1980.7,110.04,165.06,36,24,12,11,7,12,13.75,0,8,10,12,6,7,6,12.0,3,0,N
2305.21,128.07,221.65,49,33,16,16,11,10,21.31,0,10,9,8,4,5,4,10.4,2,2,N
10880.48,604.47,656.28,129,87,42,29,19,10,39.59,5,19,10,4,2,3,2,16.58,1,2,N
