HALSTEAD_EFFORT,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,HALSTEAD_LENGTH,NUM_OPERATORS,NUM_OPERANDS,LOC_CODE_AND_COMMENT,HALSTEAD_CONTENT,PERCENT_COMMENTS,NUMBER_OF_LINES,CONDITION_COUNT,NUM_UNIQUE_OPERANDS,LOC_EXECUTABLE,DECISION_COUNT,MULTIPLE_CONDITION_COUNT,LOC_BLANK,HALSTEAD_DIFFICULTY,MODIFIED_CONDITION_COUNT,LOC_COMMENTS,DECISION_DENSITY,Defective
343824.52,19101.36,4100.62,645,396,249,16,48.91,14.14,241,92,49,164,36,46,48,83.85,28,11,2.56,N
31849.29,1769.4,1595.93,267,159,108,2,79.97,35.9,128,6,46,50,2,3,48,19.96,2,26,3.0,N
1483.75,82.43,134.89,33,21,12,1,12.26,64.29,24,8,6,5,2,4,8,11.0,3,8,4.0,N
750.12,41.67,93.77,24,16,8,1,11.72,66.67,23,6,5,4,2,3,9,8.0,2,7,3.0,N
16434.72,913.04,622.89,131,82,49,4,23.61,31.43,56,34,13,24,8,17,10,26.38,13,7,4.25,N
12211.91,678.44,568.69,110,62,48,0,26.48,0.0,23,0,19,21,0,0,1,21.47,0,0,0.0,N
4284.74,238.04,306.05,63,33,30,0,21.86,0.0,14,0,15,12,0,0,1,14.0,0,0,0.0,N
1369.94,76.11,142.7,32,16,16,0,14.86,0.0,10,0,10,8,0,0,1,9.6,0,0,0.0,N
15596.05,866.45,738.76,133,76,57,2,34.99,5.13,42,0,27,37,0,0,2,21.11,0,0,0.0,N
23410.95,1300.61,916.69,170,87,83,0,35.89,7.14,48,0,26,39,0,0,5,25.54,0,3,0.0,N
12073.37,670.74,837.74,150,80,70,0,58.13,0.0,40,30,34,35,14,15,3,14.41,8,0,2.14,N
21334.26,1185.24,1029.46,175,100,75,0,49.68,0.0,45,0,38,43,0,0,1,20.72,0,0,0.0,N
1180.25,65.57,143.06,35,26,9,0,17.34,0.0,14,8,6,6,4,4,2,8.25,2,0,2.0,N
26888.89,1493.83,827.35,174,122,52,0,25.46,0.0,46,48,12,28,24,24,12,32.5,12,0,2.0,N
2080.0,115.56,192.0,48,35,13,0,17.72,0.0,17,12,6,8,6,6,3,10.83,3,0,2.0,N
1697.34,94.3,207.45,48,28,20,4,25.36,36.36,18,4,11,7,2,2,1,8.18,1,0,2.0,N
19031.2,1057.29,563.89,163,82,81,0,16.71,0.0,14,0,6,10,0,0,0,33.75,0,0,0.0,N
498.63,27.7,77.71,21,10,11,0,12.11,0.0,10,4,6,4,2,2,1,6.42,1,0,2.0,N
1413.48,78.53,171.33,45,23,22,0,20.77,0.0,9,0,8,5,0,0,0,8.25,0,0,0.0,N
0.0,0.0,0.0,0,0,0,0,0.0,0.0,38,0,0,0,0,0,0,0.0,0,0,0.0,N
285104.16,15839.12,2319.58,442,243,199,19,18.87,40.68,80,12,17,35,6,6,17,122.91,3,5,2.0,N
5279.85,293.32,327.43,86,43,43,0,20.31,0.0,13,0,8,8,0,0,1,16.12,0,0,0.0,N
278423.08,15467.95,2238.58,433,234,199,19,18.0,40.68,81,12,16,35,6,6,18,124.37,3,5,2.0,N
1008.0,56.0,112.0,28,14,14,2,12.44,28.57,11,4,7,5,2,2,0,9.0,1,0,2.0,N
0.0,0.0,0.0,1,1,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
4723.94,262.44,314.93,67,37,30,2,21.0,33.33,22,10,13,10,4,5,3,15.0,3,3,2.5,N
97999.22,5444.4,1783.51,360,186,174,6,32.46,21.43,52,18,19,33,6,9,6,54.95,6,3,3.0,N
78353.33,4352.96,1460.0,292,154,138,7,27.2,24.39,50,20,18,31,6,10,5,53.67,7,3,3.33,N
92128.28,5118.24,2061.61,328,185,143,0,46.13,15.07,82,0,48,62,0,0,8,44.69,0,11,0.0,N
2766.96,153.72,232.19,50,28,22,0,19.48,0.0,14,0,12,12,0,0,1,11.92,0,0,0.0,N
2157.94,119.89,191.82,46,28,18,0,17.05,0.0,21,8,8,17,4,4,0,11.25,2,0,2.0,Y
1313.83,72.99,122.62,30,15,15,0,11.44,0.0,12,4,7,7,2,2,2,10.71,1,0,2.0,N
154.4,8.58,30.88,11,7,4,0,6.18,0.0,8,4,2,5,2,2,0,5.0,1,0,2.0,N
38303.42,2127.97,1091.0,205,110,95,6,31.07,13.33,55,40,23,39,18,20,2,35.11,11,0,2.22,N
171052.56,9502.92,1861.8,489,244,245,0,20.26,4.76,27,0,8,20,0,0,1,91.87,0,1,0.0,N
1541.2,85.62,175.14,42,20,22,0,19.9,9.09,17,8,10,10,4,4,1,8.8,2,1,2.0,N
1541.2,85.62,175.14,42,20,22,0,19.9,9.09,17,8,10,10,4,4,1,8.8,2,1,2.0,N
8375.9,465.33,440.84,102,45,57,0,23.2,5.56,25,24,12,17,12,12,2,19.0,6,1,2.0,N
11696.19,649.79,487.34,128,64,64,0,20.31,11.11,15,0,8,8,0,0,1,24.0,0,1,0.0,N
15444.09,858.0,529.94,108,57,51,12,18.18,35.29,42,20,14,22,10,10,4,29.14,5,0,2.0,Y
1008.0,56.0,112.0,28,14,14,2,12.44,28.57,11,4,7,5,2,2,0,9.0,1,0,2.0,N
848.2,47.12,93.21,26,13,13,0,10.24,0.0,9,4,5,5,2,2,0,9.1,1,0,2.0,N
186.42,10.36,46.6,13,9,4,0,11.65,0.0,4,0,4,2,0,0,0,4.0,0,0,0.0,N
34375.18,1909.73,963.79,223,116,107,0,27.02,8.7,28,0,12,21,0,0,2,35.67,0,2,0.0,N
4634.63,257.48,319.63,68,39,29,0,22.04,21.43,19,10,13,11,4,5,1,14.5,3,3,2.5,N
111737.37,6207.63,1478.01,293,167,126,3,19.55,41.94,44,16,15,18,6,8,9,75.6,5,10,2.67,N
147650.89,8202.83,1653.43,325,184,141,5,18.52,28.21,54,36,15,28,14,18,11,89.3,11,6,2.57,N
25706.76,1428.15,696.66,164,82,82,0,18.88,0.0,13,4,10,8,2,2,1,36.9,1,0,2.0,N
8379.04,465.5,408.07,84,40,44,0,19.87,0.0,19,12,15,13,6,6,1,20.53,3,0,2.0,N
61231.14,3401.73,1355.38,279,151,128,2,30.0,14.29,31,8,17,18,4,4,5,45.18,2,1,2.0,N
1934.62,107.48,224.01,51,32,19,0,25.94,20.0,18,0,11,8,0,0,6,8.64,0,2,0.0,N
46402.42,2577.91,1402.98,254,160,94,2,42.42,13.73,72,16,27,44,8,8,19,33.07,4,5,2.0,N
21826.86,1212.6,850.95,161,107,54,8,33.18,34.55,77,28,20,36,14,14,20,25.65,7,11,2.0,N
0.0,0.0,2.0,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
559.51,31.08,77.71,21,12,9,0,10.79,0.0,11,4,5,7,2,2,2,7.2,1,0,2.0,N
17284.19,960.23,733.27,156,101,55,0,31.11,25.53,62,8,14,35,4,4,13,23.57,2,12,2.0,N
318.91,17.72,53.15,16,8,8,0,8.86,0.0,11,4,4,6,2,2,3,6.0,1,0,2.0,N
4147.27,230.4,276.48,62,37,25,1,18.43,27.78,29,8,10,13,4,4,9,15.0,2,4,2.0,N
24004.59,1333.59,1048.02,206,132,74,0,45.76,6.67,40,4,21,28,2,2,8,22.9,1,2,2.0,N
10288.84,571.6,358.5,100,59,41,0,12.49,0.0,25,4,5,15,2,2,8,28.7,1,0,2.0,N
5094.23,283.01,250.95,70,41,29,0,12.36,0.0,19,4,5,11,2,2,6,20.3,1,0,2.0,N
2459.28,136.63,175.66,49,29,20,0,12.55,8.33,20,4,5,11,2,2,6,14.0,1,1,2.0,N
12644.93,702.5,461.01,118,70,48,1,16.81,13.64,30,8,7,19,4,4,6,27.43,2,2,2.0,N
7893.16,438.51,716.54,129,82,47,3,65.05,35.29,75,16,32,33,8,8,22,11.02,4,15,2.0,N
28758.99,1597.72,1321.28,209,147,62,2,60.7,2.63,107,0,47,74,0,0,29,21.77,0,0,0.0,N
141466.74,7859.26,2167.71,402,244,158,2,33.22,17.11,103,50,23,63,22,25,25,65.26,14,11,2.27,N
53191.17,2955.06,1137.78,211,126,85,6,24.34,26.67,83,32,20,44,14,16,21,46.75,9,10,2.29,N
126600.0,7033.33,2532.0,422,266,156,6,50.64,24.32,145,58,39,84,22,29,32,50.0,18,21,2.64,N
3931.7,218.43,299.56,63,42,21,1,22.82,14.29,33,0,12,18,0,0,10,13.13,0,2,0.0,N
428.33,23.8,95.18,25,16,9,1,21.15,27.27,28,4,7,8,2,2,15,4.5,1,2,2.0,N
126.0,7.0,42.0,14,8,6,0,14.0,0.0,9,0,4,4,0,0,3,3.0,0,0,0.0,N
13195.42,733.08,718.98,148,96,52,0,39.18,25.58,58,4,17,32,2,2,13,18.35,1,11,2.0,N
4199.46,233.3,373.29,74,47,27,2,33.18,21.74,64,14,18,18,4,7,12,11.25,5,3,3.5,N
30894.1,1716.34,829.88,181,118,63,4,22.29,32.43,52,20,11,25,10,10,13,37.23,5,8,2.0,N
25897.75,1438.76,677.07,132,81,51,6,17.7,43.59,57,20,14,22,8,10,16,38.25,6,11,2.5,N
33832.75,1879.6,995.08,194,122,72,0,29.27,20.0,68,24,18,40,12,12,16,34.0,6,10,2.0,N
132943.06,7385.73,2262.53,395,253,142,6,38.51,31.18,128,58,29,64,26,29,33,58.76,16,23,2.23,N
70169.94,3898.33,1565.33,272,168,104,9,34.92,36.25,115,52,29,51,24,26,33,44.83,14,20,2.17,N
89204.84,4955.82,1861.67,341,226,115,2,38.85,27.16,107,32,24,59,14,16,24,47.92,9,20,2.29,N
38646.97,2147.05,961.88,198,123,75,4,23.94,30.77,54,24,14,27,12,12,13,40.18,6,8,2.0,N
22836.01,1268.67,723.31,146,94,52,3,22.91,30.0,60,30,14,28,12,15,18,31.57,9,9,2.5,N
10069.57,559.42,510.28,103,66,37,1,25.86,20.0,36,14,15,20,6,7,9,19.73,4,4,2.33,N
412246.14,22902.56,3193.1,596,373,223,10,24.73,37.0,136,60,19,63,22,30,34,129.11,19,27,2.73,N
21000.2,1166.68,620.46,123,79,44,2,18.33,37.84,54,22,13,23,8,11,15,33.85,7,12,2.75,N
6324.94,351.39,263.54,60,36,24,2,10.98,33.33,24,10,7,10,4,5,7,24.0,3,3,2.5,N
4012.87,222.94,208.46,51,30,21,2,10.83,30.77,22,8,6,9,4,4,7,19.25,2,2,2.0,N
35212.66,1956.26,1096.32,206,135,71,1,34.13,13.95,58,24,21,37,10,12,13,32.11,7,5,2.4,N
16657.75,925.43,579.01,118,74,44,2,20.13,25.0,45,14,13,24,6,7,11,28.77,4,6,2.33,N
369.01,20.5,55.35,16,11,5,1,8.3,28.57,13,4,3,5,2,2,4,6.67,1,1,2.0,N
39374.15,2187.45,878.89,170,106,64,5,19.62,34.21,57,22,15,25,10,11,17,44.8,6,8,2.2,N
8977.55,498.75,442.08,91,58,33,1,21.77,29.17,36,12,13,17,4,6,10,20.31,4,6,3.0,N
47727.54,2651.53,1291.45,238,153,85,2,34.95,15.38,72,26,23,44,12,13,18,36.96,7,6,2.17,N
55737.5,3096.53,1225.0,245,154,91,6,26.92,34.69,69,32,16,32,16,16,18,45.5,8,11,2.0,N
1480.0,82.22,148.0,37,25,12,3,14.8,50.0,29,12,6,9,6,6,9,10.0,3,6,2.0,N
8756.84,486.49,416.99,100,58,42,1,19.86,13.33,23,4,9,13,2,2,6,21.0,1,1,2.0,N
47779.28,2654.4,1252.64,237,148,89,7,32.84,28.38,100,26,21,53,12,13,24,38.14,7,14,2.17,N
0.0,0.0,2.0,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
415.13,23.06,62.27,18,13,5,1,9.34,40.0,14,4,3,6,2,2,2,6.67,1,3,2.0,N
9430.96,523.94,505.23,104,64,40,6,27.07,50.0,52,20,15,18,10,10,14,18.67,5,12,2.0,N
7159.08,397.73,454.54,86,59,27,2,28.86,15.63,48,6,18,27,2,3,14,15.75,2,3,3.0,N
30592.16,1699.56,743.13,150,98,52,2,18.05,36.11,52,20,12,23,10,10,14,41.17,5,11,2.0,N
1817.44,100.97,190.4,41,26,15,0,19.95,8.33,20,6,11,11,2,3,6,9.55,2,1,3.0,N
6334.65,351.92,386.43,78,51,27,0,23.57,15.79,30,10,14,16,4,5,9,16.39,3,3,2.5,N
1237.97,68.78,144.43,34,24,10,0,16.85,25.0,14,0,7,6,0,0,4,8.57,0,2,0.0,N
27127.69,1507.09,651.06,142,92,50,3,15.63,35.29,46,24,9,22,10,12,10,41.67,7,9,2.4,N
11388.28,632.68,669.9,155,104,51,4,39.41,34.78,34,0,12,15,0,0,9,17.0,0,4,0.0,N
10709.48,594.97,418.34,89,57,32,3,16.34,23.33,39,16,10,23,8,8,7,25.6,4,4,2.0,N
3115.18,173.07,276.9,57,36,21,0,24.61,6.25,22,12,14,15,6,6,4,11.25,3,1,2.0,N
27014.43,1500.8,813.99,160,101,59,3,24.53,40.82,70,40,16,29,14,20,19,33.19,13,17,2.86,N
4643.9,257.99,302.86,63,40,23,2,19.75,40.0,31,8,12,12,4,4,9,15.33,2,6,2.0,N
1450.57,80.59,155.42,42,26,16,0,16.65,0.0,12,4,6,7,2,2,3,9.33,1,0,2.0,N
616.79,34.27,102.8,27,18,9,0,17.13,14.29,14,0,6,6,0,0,5,6.0,0,1,0.0,N
2006.67,111.48,172.0,43,29,14,0,14.74,15.38,21,4,6,11,2,2,6,11.67,1,2,2.0,N
1311.39,72.86,143.06,35,25,10,0,15.61,30.77,21,4,6,9,2,2,6,9.17,1,4,2.0,N
1417.77,78.77,141.78,34,24,10,0,14.18,25.0,20,4,6,9,2,2,6,10.0,1,3,2.0,N
1916.65,106.48,210.83,48,28,20,4,23.19,36.36,18,4,11,7,2,2,1,9.09,1,0,2.0,N
19031.2,1057.29,563.89,163,82,81,0,16.71,0.0,15,0,6,10,0,0,0,33.75,0,0,0.0,N
498.63,27.7,77.71,21,10,11,0,12.11,0.0,11,4,6,4,2,2,1,6.42,1,0,2.0,N
438.19,24.34,65.73,19,14,5,0,9.86,22.22,15,4,3,7,2,2,4,6.67,1,2,2.0,N
1271.69,70.65,121.11,31,17,14,0,11.53,0.0,12,4,6,6,2,2,4,10.5,1,0,2.0,N
884.41,49.13,98.27,31,22,9,0,10.92,0.0,15,0,3,8,0,0,5,9.0,0,0,0.0,N
875.14,48.62,109.39,28,20,8,0,13.67,30.77,21,4,5,9,2,2,6,8.0,1,4,2.0,N
16441.15,913.4,576.88,120,63,57,0,20.24,0.0,28,28,14,22,14,14,1,28.5,7,0,2.0,N
8039.07,446.61,401.95,121,61,60,0,20.1,6.67,20,0,6,14,0,0,2,20.0,0,1,0.0,N
499.41,27.75,130.8,32,18,14,0,34.26,0.0,14,0,11,10,0,0,3,3.82,0,0,0.0,N
5614.09,311.89,427.74,91,49,42,0,32.59,0.0,26,0,16,18,0,0,6,13.12,0,0,0.0,N
3394.73,188.6,245.18,51,27,24,1,17.71,55.26,45,0,13,17,0,0,5,13.85,0,20,0.0,N
85.59,4.75,28.53,9,6,3,0,9.51,0.0,5,0,3,4,0,0,0,3.0,0,0,0.0,N
6054.17,336.34,329.03,70,47,23,0,17.88,0.0,22,18,10,12,8,9,4,18.4,5,0,2.25,N
8729.97,485.0,427.94,90,66,24,0,20.98,0.0,30,20,10,19,10,10,5,20.4,5,0,2.0,N
13005.9,722.55,624.02,115,82,33,0,29.94,3.33,42,20,19,29,10,10,6,20.84,5,1,2.0,N
3748.9,208.27,235.23,52,35,17,0,14.76,0.0,20,14,8,10,6,7,4,15.94,4,0,2.33,N
3127.8,173.77,267.62,63,46,17,0,22.9,0.0,20,16,8,10,8,8,4,11.69,4,0,2.0,N
5715.21,317.51,396.89,89,65,24,0,27.56,0.0,24,20,10,13,10,10,5,14.4,5,0,2.0,N
1180.25,65.57,143.06,35,26,9,0,17.34,0.0,14,8,6,6,4,4,2,8.25,2,0,2.0,N
401.52,22.31,71.7,20,12,8,0,12.8,0.0,13,4,5,9,2,2,2,5.6,1,0,2.0,N
12.0,0.67,8.0,4,3,1,0,5.33,0.0,4,0,1,2,0,0,0,1.5,0,0,0.0,N
236.83,13.16,59.21,16,11,5,0,14.8,0.0,4,0,5,2,0,0,0,4.0,0,0,0.0,N
188.21,10.46,53.77,15,10,5,0,15.36,0.0,4,0,5,2,0,0,0,3.5,0,0,0.0,N
2427.8,134.88,326.98,66,39,27,0,44.04,20.0,21,4,20,12,2,2,4,7.43,1,3,2.0,N
2327.82,129.32,280.94,63,34,29,0,33.91,0.0,21,4,14,17,2,2,2,8.29,1,0,2.0,N
0.0,0.0,0.0,0,0,0,0,0.0,0.0,6,0,0,0,0,0,0,0.0,0,0,0.0,N
360.21,20.01,58.81,17,10,7,0,9.6,0.0,9,0,4,6,0,0,1,6.13,0,0,0.0,N
1530.0,85.0,140.0,35,18,17,0,12.81,0.0,12,0,7,10,0,0,1,10.93,0,0,0.0,N
3612.83,200.71,468.33,88,52,36,0,60.71,21.05,26,0,28,15,0,0,5,7.71,0,4,0.0,N
67.5,3.75,27.0,9,6,3,0,10.8,0.0,5,0,3,3,0,0,0,2.5,0,0,0.0,N
2327.82,129.32,280.94,63,34,29,0,33.91,0.0,21,0,14,17,0,0,2,8.29,0,0,0.0,N
12.0,0.67,8.0,4,3,1,0,5.33,0.0,4,0,1,2,0,0,0,1.5,0,0,0.0,N
64501.75,3583.43,2099.51,372,214,158,0,68.34,4.76,74,0,36,60,0,0,9,30.72,0,3,0.0,N
2035.55,113.09,174.17,41,24,17,0,14.9,0.0,16,0,8,12,0,0,1,11.69,0,0,0.0,N
2405.29,133.63,111.01,30,17,13,0,5.12,0.0,12,0,3,8,0,0,2,21.67,0,0,0.0,N
69.74,3.87,34.87,11,6,5,0,17.43,0.0,5,0,5,2,0,0,1,2.0,0,0,0.0,N
426.42,23.69,79.95,21,13,8,0,14.99,0.0,12,0,6,10,0,0,1,5.33,0,0,0.0,N
12432.13,690.67,353.04,77,48,29,1,10.03,9.52,23,0,7,19,0,0,1,35.21,0,1,0.0,N
533.33,29.63,80.0,20,12,8,0,12.0,0.0,10,0,6,8,0,0,1,6.67,0,0,0.0,N
7380.0,410.0,410.0,82,46,36,0,22.78,5.0,22,0,16,19,0,0,1,18.0,0,1,0.0,N
496.63,27.59,98.1,24,15,9,0,19.38,0.0,10,0,8,6,0,0,1,5.06,0,0,0.0,N
2334.76,129.71,138.97,34,20,14,0,8.27,0.0,12,0,5,8,0,0,1,16.8,0,0,0.0,N
2822.18,156.79,267.19,55,29,26,0,25.3,6.67,17,0,16,14,0,0,1,10.56,0,1,0.0,N
92697.93,5149.89,2964.18,482,267,215,0,94.78,0.0,61,0,55,57,0,0,2,31.27,0,0,0.0,N
1984.88,110.27,141.78,34,20,14,0,10.13,9.09,13,0,6,10,0,0,1,14.0,0,1,0.0,N
1973.69,109.65,188.87,43,24,19,0,18.07,7.14,16,0,10,13,0,0,1,10.45,0,1,0.0,N
2670.48,148.36,143.06,35,27,8,0,7.66,0.0,5,0,3,2,0,0,1,18.67,0,0,0.0,N
3234.35,179.69,226.18,50,28,22,0,15.82,0.0,13,0,10,9,0,0,2,14.3,0,0,0.0,N
890.92,49.5,102.8,27,14,13,0,11.86,0.0,7,0,6,6,0,0,0,8.67,0,0,0.0,N
8283.77,460.21,401.29,81,47,34,0,19.44,0.0,20,0,14,18,0,0,1,20.64,0,0,0.0,N
14132.38,785.13,601.38,113,66,47,0,25.59,3.7,45,0,20,26,0,0,2,23.5,0,1,0.0,N
1104.67,61.37,113.3,29,16,13,0,11.62,0.0,12,0,6,6,0,0,4,9.75,0,0,0.0,N
27.14,1.51,18.09,7,4,3,0,12.06,0.0,4,0,3,2,0,0,0,1.5,0,0,0.0,N
2022.94,112.39,194.51,43,27,16,0,18.7,7.69,15,0,10,12,0,0,1,10.4,0,1,0.0,N
12089.65,671.65,730.42,133,73,60,0,44.13,0.0,55,0,29,20,0,0,3,16.55,0,0,0.0,N
102421.71,5690.1,2843.01,451,252,199,4,78.92,5.68,124,0,58,83,0,0,13,36.03,0,1,0.0,N
33598.94,1866.61,1323.59,225,126,99,1,52.14,9.62,58,0,39,47,0,0,5,25.38,0,4,0.0,N
781.48,43.42,146.95,34,21,13,0,27.63,8.33,15,0,11,11,0,0,1,5.32,0,1,0.0,N
1012.42,56.25,140.18,33,20,13,0,19.41,0.0,9,0,9,6,0,0,1,7.22,0,0,0.0,N
8439.31,468.85,468.85,90,52,38,0,26.05,0.0,21,0,19,19,0,0,1,18.0,0,0,0.0,N
184.37,10.24,64.53,18,10,8,0,22.59,0.0,7,0,7,6,0,0,0,2.86,0,0,0.0,N
10774.87,598.6,444.74,97,56,41,0,18.36,0.0,17,0,11,11,0,0,4,24.23,0,0,0.0,N
64869.18,3603.84,1643.48,283,161,122,0,41.64,6.35,113,0,34,59,0,0,6,39.47,0,4,0.0,N
9853.99,547.44,559.09,109,62,47,1,31.72,4.76,23,0,20,20,0,0,1,17.63,0,0,0.0,N
336.0,18.67,84.0,21,13,8,0,21.0,0.0,8,0,8,5,0,0,1,4.0,0,0,0.0,N
550.43,30.58,137.61,33,17,16,0,34.4,0.0,15,0,12,10,0,0,4,4.0,0,0,0.0,N
19439.18,1079.95,640.85,138,82,56,0,21.13,0.0,24,0,12,20,0,0,2,30.33,0,0,0.0,N
1746.31,97.02,163.72,43,27,16,0,15.35,0.0,11,0,6,9,0,0,0,10.67,0,0,0.0,N
120228.24,6679.35,2675.53,438,246,192,0,59.54,2.44,86,0,47,80,0,0,3,44.94,0,2,0.0,N
8577.24,476.51,451.43,92,54,38,0,23.76,0.0,17,0,15,14,0,0,2,19.0,0,0,0.0,N
361.36,20.08,64.53,18,10,8,0,11.52,0.0,7,0,5,5,0,0,1,5.6,0,0,0.0,N
17.41,0.97,11.61,5,3,2,0,7.74,0.0,4,0,2,2,0,0,0,1.5,0,0,0.0,N
1685.67,93.65,187.3,42,24,18,0,20.81,0.0,12,0,11,10,0,0,1,9.0,0,0,0.0,N
8682.88,482.38,549.92,111,61,50,0,34.83,8.33,28,0,19,22,0,0,3,15.79,0,2,0.0,N
298.89,16.61,62.27,18,10,8,0,12.97,0.0,9,0,5,7,0,0,1,4.8,0,0,0.0,N
116749.16,6486.06,2763.29,430,235,195,4,65.4,8.97,83,0,60,71,0,0,4,42.25,0,3,0.0,N
3166.49,175.92,203.56,45,25,20,0,13.09,0.0,11,0,9,8,0,0,1,15.56,0,0,0.0,N
3684.48,204.69,231.89,52,30,22,0,14.59,0.0,13,0,9,10,0,0,1,15.89,0,0,0.0,N
17.41,0.97,11.61,5,3,2,0,7.74,0.0,5,0,2,2,0,0,1,1.5,0,0,0.0,N
729.9,40.55,102.19,25,15,10,0,14.31,0.0,9,0,7,7,0,0,1,7.14,0,0,0.0,N
5830.36,323.91,287.92,62,35,27,0,14.22,0.0,12,0,10,10,0,0,1,20.25,0,0,0.0,N
1487.96,82.66,147.16,33,19,14,0,14.55,0.0,12,0,9,10,0,0,1,10.11,0,0,0.0,N
335371.38,18631.74,3832.82,598,348,250,7,43.8,10.67,190,4,50,134,2,2,38,87.5,1,9,2.0,N
2963.84,164.66,217.13,48,27,21,2,15.91,13.33,23,10,10,13,4,5,6,13.65,3,0,2.5,N
729.6,40.53,96.21,26,13,13,1,12.69,11.11,21,4,6,8,2,2,10,7.58,1,0,2.0,N
12472.53,692.92,878.12,165,106,59,1,61.82,16.21,51,4,27,31,2,2,12,14.2,1,5,2.0,N
17344.68,963.59,1289.23,222,133,89,4,95.83,14.0,66,8,43,43,4,4,14,13.45,2,3,2.0,N
1838.78,102.15,224.74,52,32,20,0,27.47,0.0,19,0,11,11,0,0,6,8.18,0,0,0.0,N
23756.49,1319.81,739.96,140,79,61,3,23.05,49.06,71,20,19,27,10,10,16,32.11,5,23,2.0,N
13994.09,777.45,753.89,131,77,54,2,40.61,30.88,87,18,32,47,8,9,17,18.56,5,19,2.25,N
22537.68,1252.09,975.66,172,106,66,2,42.24,3.33,78,0,30,58,0,0,16,23.1,0,0,0.0,N
4520.52,251.14,336.51,70,39,31,4,25.05,50.0,53,16,15,20,8,8,11,13.43,4,16,2.0,N
39.3,2.18,19.65,7,4,3,1,9.83,50.0,10,0,3,1,0,0,6,2.0,0,0,0.0,N
14836.51,824.25,799.81,141,88,53,4,43.12,20.0,72,12,30,40,4,6,20,18.55,4,6,3.0,N
341.29,18.96,60.94,17,9,8,1,10.88,16.67,12,4,5,5,2,2,4,5.6,1,0,2.0,N
0.0,0.0,2.0,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
0.0,0.0,2.0,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
7021.85,390.1,475.63,92,59,33,1,32.22,53.85,41,0,19,12,0,0,13,14.76,0,13,0.0,N
1079.34,59.96,89.95,26,17,9,0,7.5,0.0,12,0,3,8,0,0,2,12.0,0,0,0.0,N
14452.4,802.91,622.67,117,75,42,0,26.83,2.78,38,0,19,35,0,0,1,23.21,0,1,0.0,N
272.46,15.14,68.11,19,11,8,0,17.03,0.0,8,0,6,5,0,0,1,4.0,0,0,0.0,N
7268.38,403.8,613.12,111,62,49,2,51.72,8.33,42,12,31,22,6,6,16,11.85,3,0,2.0,N
774.04,43.0,112.59,27,16,11,1,16.37,14.29,10,0,8,6,0,0,1,6.87,0,0,0.0,N
1260.0,70.0,140.0,35,21,14,1,15.56,22.22,11,0,7,7,0,0,0,9.0,0,1,0.0,N
337.59,18.75,72.34,19,12,7,0,15.5,0.0,6,0,6,5,0,0,0,4.67,0,0,0.0,N
5295.85,294.21,354.63,73,41,32,0,23.75,0.0,25,0,15,21,0,0,2,14.93,0,0,0.0,N
648.0,36.0,108.0,27,15,12,0,18.0,0.0,11,0,8,9,0,0,1,6.0,0,0,0.0,N
744.94,41.39,110.36,27,15,12,0,16.35,0.0,12,0,8,9,0,0,2,6.75,0,0,0.0,N
305.12,16.95,72.65,21,14,7,0,17.3,0.0,8,0,5,6,0,0,1,4.2,0,0,0.0,N
712.17,39.57,113.3,29,18,11,0,18.02,0.0,7,0,7,6,0,0,0,6.29,0,0,0.0,N
368.89,20.49,75.28,21,14,7,0,15.36,0.0,7,0,5,6,0,0,0,4.9,0,0,0.0,N
301.96,16.78,62.91,17,11,6,0,13.11,0.0,6,0,5,5,0,0,0,4.8,0,0,0.0,N
301.96,16.78,62.91,17,11,6,0,13.11,0.0,6,0,5,5,0,0,0,4.8,0,0,0.0,N
301.96,16.78,62.91,17,11,6,0,13.11,0.0,6,0,5,5,0,0,0,4.8,0,0,0.0,N
570.49,31.69,103.73,24,15,9,0,18.86,0.0,14,0,9,13,0,0,0,5.5,0,0,0.0,N
301.96,16.78,62.91,17,11,6,0,13.11,0.0,6,0,5,5,0,0,0,4.8,0,0,0.0,N
1191.72,66.21,167.59,41,25,16,0,23.57,0.0,8,0,9,7,0,0,0,7.11,0,0,0.0,N
0.0,0.0,2.0,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
0.0,0.0,2.0,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,0,0.0,N
56.15,3.12,28.07,10,7,3,0,14.04,0.0,10,4,3,6,2,2,2,2.0,1,0,2.0,N
20382.96,1132.39,776.49,144,74,70,0,29.58,0.0,22,0,24,19,0,0,2,26.25,0,0,0.0,N
190.2,10.57,38.04,12,7,5,0,7.61,16.67,7,0,3,5,0,0,0,5.0,0,1,0.0,N
919.54,51.09,68.11,19,10,9,0,5.05,14.29,8,0,3,6,0,0,0,13.5,0,1,0.0,N
9208.55,511.59,540.01,109,55,54,0,31.67,0.0,21,0,19,18,0,0,1,17.05,0,0,0.0,N
