LOC_CODE_AND_COMMENT,PERCENT_COMMENTS,LOC_COMMENTS,LOC_TOTAL,DECISION_COUNT,HALSTEAD_PROG_TIME,LOC_EXECUTABLE,NODE_COUNT,NUMBER_OF_LINES,LOC_BLANK,DECISION_DENSITY,NUM_UNIQUE_OPERANDS,NUM_OPERATORS,NORMALIZED_CYLOMATIC_COMPLEXITY,HALSTEAD_VOLUME,HALSTEAD_LENGTH,HALSTEAD_DIFFICULTY,PARAMETER_COUNT,HALSTEAD_CONTENT,CONDITION_COUNT,Defective
0,21.4,3,11,4,257.5,11,9,19,1,2.5,13,39,0.2,319.6,68,14.5,5,22,10,N
3,41.9,10,21,6,6207.6,18,20,44,9,2.7,15,167,0.1,1478,293,75.6,5,19.6,16,N
5,28.2,6,33,14,8202.8,28,38,54,11,2.6,15,184,0.2,1653.4,325,89.3,4,18.5,36,N
0,0,0,8,2,1428.2,8,6,13,1,2,10,82,0.2,696.7,164,36.9,3,18.9,4,N
0,0,0,13,6,465.5,13,15,19,1,2,15,40,0.2,408.1,84,20.5,4,19.9,12,N
2,14.3,1,20,4,3401.7,18,12,31,5,2,17,151,0.1,1355.4,279,45.2,4,30,8,N
0,20,2,8,0,107.5,8,3,18,6,0,11,32,0.1,224,51,8.6,0,25.9,0,N
2,13.7,5,46,8,2577.9,44,20,72,19,2,27,160,0.1,1403,254,33.1,0,42.4,16,N
8,34.6,11,44,14,1212.6,36,26,77,20,2,20,107,0.1,851,161,25.7,0,33.2,28,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
0,0,0,7,2,31.1,7,6,11,2,2,5,12,0.2,77.7,21,7.2,2,10.8,4,N
0,25.5,12,35,4,960.2,35,18,62,13,2,14,101,0.1,733.3,156,23.6,0,31.1,8,N
0,0,0,6,2,17.7,6,6,11,3,2,4,8,0.2,53.2,16,6,0,8.9,4,N
1,27.8,4,14,4,230.4,13,10,29,9,2,10,37,0.1,276.5,62,15,0,18.4,8,N
0,6.7,2,28,2,1333.6,28,6,40,8,2,21,132,0.1,1048,206,22.9,0,45.8,4,N
0,0,0,15,2,571.6,15,7,25,8,2,5,59,0.1,358.5,100,28.7,0,12.5,4,N
0,0,0,11,2,283,11,7,19,6,2,5,41,0.1,251,70,20.3,0,12.4,4,N
0,8.3,1,11,2,136.6,11,7,20,6,2,5,29,0.1,175.7,49,14,0,12.6,4,N
1,13.6,2,20,4,702.5,19,12,30,6,2,7,70,0.1,461,118,27.4,0,16.8,8,N
3,35.3,15,36,8,438.5,33,28,75,22,2,32,82,0.1,716.5,129,11,0,65.1,16,N
2,2.6,0,76,0,1597.7,74,29,107,29,0,47,147,0.2,1321.3,209,21.8,0,60.7,0,N
2,17.1,11,65,22,7859.3,63,51,103,25,2.3,23,244,0.2,2167.7,402,65.3,0,33.2,50,N
6,26.7,10,50,14,2955.1,44,31,83,21,2.3,20,126,0.1,1137.8,211,46.8,0,24.3,32,N
6,24.3,21,90,22,7033.3,84,62,145,32,2.6,39,266,0.1,2532,422,50,0,50.6,58,N
1,14.3,2,19,0,218.4,18,9,33,10,0,12,42,0.1,299.6,63,13.1,0,22.8,0,N
1,27.3,2,9,2,23.8,8,8,28,15,2,7,16,0.1,95.2,25,4.5,0,21.2,4,N
0,0,0,4,0,7,4,2,9,3,0,4,8,0.1,42,14,3,0,14,0,N
0,25.6,11,32,2,733.1,32,15,58,13,2,17,96,0,719,148,18.4,0,39.2,4,N
2,21.7,3,20,4,233.3,18,17,64,12,3.5,18,47,0.1,373.3,74,11.3,0,33.2,14,N
4,32.4,8,29,10,1716.3,25,19,52,13,2,11,118,0.1,829.9,181,37.2,0,22.3,20,N
6,43.6,11,28,8,1438.8,22,17,57,16,2.5,14,81,0.1,677.1,132,38.3,0,17.7,20,N
0,20,10,40,12,1879.6,40,24,68,16,2,18,122,0.1,995.1,194,34,0,29.3,24,N
6,31.2,23,70,26,7385.7,64,61,128,33,2.2,29,253,0.1,2262.5,395,58.8,0,38.5,58,N
9,36.3,20,60,24,3898.3,51,54,115,33,2.2,29,168,0.1,1565.3,272,44.8,0,34.9,52,N
2,27.2,20,61,14,4955.8,59,31,107,24,2.3,24,226,0.1,1861.7,341,47.9,0,38.9,32,N
4,30.8,8,31,12,2147.1,27,22,54,13,2,14,123,0.1,961.9,198,40.2,0,23.9,24,N
3,30,9,31,12,1268.7,28,24,60,18,2.5,14,94,0.2,723.3,146,31.6,0,22.9,30,N
1,20,4,21,6,559.4,20,17,36,9,2.3,15,66,0.1,510.3,103,19.7,0,25.9,14,N
10,37,27,73,22,22902.6,63,52,136,34,2.7,19,373,0.2,3193.1,596,129.1,0,24.7,60,N
2,37.8,12,25,8,1166.7,23,18,54,15,2.8,13,79,0.2,620.5,123,33.9,0,18.3,22,N
2,33.3,3,12,4,351.4,10,9,24,7,2.5,7,36,0.2,263.5,60,24,0,11,10,N
2,30.8,2,11,4,222.9,9,8,22,7,2,6,30,0.1,208.5,51,19.3,0,10.8,8,N
1,14,5,38,10,1956.3,37,28,58,13,2.4,21,135,0.1,1096.3,206,32.1,0,34.1,24,N
2,25,6,26,6,925.4,24,17,45,11,2.3,13,74,0.1,579,118,28.8,0,20.1,14,N
1,28.6,1,6,2,20.5,5,5,13,4,2,3,11,0.2,55.4,16,6.7,0,8.3,4,N
5,34.2,8,30,10,2187.5,25,21,57,17,2.2,15,106,0.1,878.9,170,44.8,0,19.6,22,N
1,29.2,6,18,4,498.8,17,14,36,10,3,13,58,0.1,442.1,91,20.3,0,21.8,12,N
2,15.4,6,46,12,2651.5,44,31,72,18,2.2,23,153,0.1,1291.5,238,37,0,35,26,N
6,34.7,11,38,16,3096.5,32,28,69,18,2,16,154,0.1,1225,245,45.5,0,26.9,32,N
3,50,6,12,6,82.2,9,12,29,9,2,6,25,0.1,148,37,10,0,14.8,12,N
1,13.3,1,14,2,486.5,13,12,23,6,2,9,58,0,417,100,21,0,19.9,4,N
7,28.4,14,60,12,2654.4,53,31,100,24,2.2,21,148,0.1,1252.6,237,38.1,0,32.8,26,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
1,40,3,7,2,23.1,6,6,14,2,2,3,13,0.1,62.3,18,6.7,0,9.3,4,N
6,50,12,24,10,523.9,18,18,52,14,2,15,64,0.1,505.2,104,18.7,0,27.1,20,N
2,15.6,3,29,2,397.7,27,15,48,14,3,18,59,0.2,454.5,86,15.8,0,28.9,6,N
2,36.1,11,25,10,1699.6,23,18,52,14,2,12,98,0.1,743.1,150,41.2,0,18.1,20,N
0,8.3,1,11,2,101,11,8,20,6,3,11,26,0.2,190.4,41,9.6,0,20,6,N
0,15.8,3,16,4,351.9,16,11,30,9,2.5,14,51,0.1,386.4,78,16.4,0,23.6,10,N
0,25,2,6,0,68.8,6,2,14,4,0,7,24,0.1,144.4,34,8.6,0,16.9,0,N
3,35.3,9,25,10,1507.1,22,20,46,10,2.4,9,92,0.2,651.1,142,41.7,0,15.6,24,N
4,34.8,4,19,0,632.7,15,2,34,9,0,12,104,0,669.9,155,17,0,39.4,0,N
3,23.3,4,26,8,595,23,17,39,7,2,10,57,0.1,418.3,89,25.6,0,16.3,16,N
0,6.3,1,15,6,173.1,15,12,22,4,2,14,36,0.2,276.9,57,11.3,0,24.6,12,N
3,40.8,17,32,14,1500.8,29,28,70,19,2.9,16,101,0.2,814,160,33.2,0,24.5,40,N
2,40,6,14,4,258,12,9,31,9,2,12,40,0.1,302.9,63,15.3,0,19.8,8,N
0,0,0,7,2,80.6,7,6,12,3,2,6,26,0.2,155.4,42,9.3,3,16.7,4,N
0,14.3,1,6,0,34.3,6,2,14,5,0,6,18,0.1,102.8,27,6,2,17.1,0,N
0,15.4,2,11,2,111.5,11,6,21,6,2,6,29,0.1,172,43,11.7,1,14.7,4,N
0,30.8,4,9,2,72.9,9,6,21,6,2,6,25,0.1,143.1,35,9.2,1,15.6,4,N
0,25,3,9,2,78.8,9,6,20,6,2,6,24,0.1,141.8,34,10,1,14.2,4,N
4,36.4,0,11,2,106.5,7,6,18,1,2,11,28,0.1,210.8,48,9.1,5,23.2,4,N
0,0,0,10,0,1057.3,10,2,15,0,0,6,82,0.1,563.9,163,33.8,3,16.7,0,N
0,0,0,4,2,27.7,4,6,11,1,2,6,10,0.2,77.7,21,6.4,4,12.1,4,N
0,22.2,2,7,2,24.3,7,6,15,4,2,3,14,0.1,65.7,19,6.7,0,9.9,4,N
0,0,0,6,2,70.7,6,7,12,4,2,6,17,0.2,121.1,31,10.5,0,11.5,4,N
0,0,0,8,0,49.1,8,2,15,5,0,3,22,0.1,98.3,31,9,0,10.9,0,N
0,30.8,4,9,2,48.6,9,6,21,6,2,5,20,0.1,109.4,28,8,0,13.7,4,N
0,0,0,22,14,913.4,22,28,28,1,2,14,63,0.3,576.9,120,28.5,4,20.2,28,N
0,6.7,1,14,0,446.6,14,2,20,2,0,6,61,0.1,402,121,20,2,20.1,0,N
0,0,0,10,0,27.8,10,7,14,3,0,11,18,0.1,130.8,32,3.8,2,34.3,0,N
0,0,0,18,0,311.9,18,27,26,6,0,16,49,0.3,427.7,91,13.1,0,32.6,0,N
1,55.3,20,18,0,188.6,17,14,45,5,0,13,27,0.1,245.2,51,13.9,0,17.7,0,N
0,0,0,4,0,4.8,4,6,5,0,0,3,6,0.4,28.5,9,3,1,9.5,0,N
0,0,0,12,8,336.3,12,18,22,4,2.3,10,47,0.3,329,70,18.4,0,17.9,18,N
0,0,0,19,10,485,19,24,30,5,2,10,66,0.2,427.9,90,20.4,0,21,20,N
0,3.3,1,29,10,722.6,29,25,42,6,2,19,82,0.2,624,115,20.8,0,29.9,20,N
0,0,0,10,6,208.3,10,14,20,4,2.3,8,35,0.3,235.2,52,15.9,0,14.8,14,N
0,0,0,10,8,173.8,10,18,20,4,2,8,46,0.3,267.6,63,11.7,0,22.9,16,N
0,0,0,13,10,317.5,13,22,24,5,2,10,65,0.3,396.9,89,14.4,0,27.6,20,N
0,0,0,6,4,65.6,6,10,14,2,2,6,26,0.2,143.1,35,8.3,0,17.3,8,N
0,0,0,9,2,22.3,9,9,13,2,2,5,12,0.2,71.7,20,5.6,0,12.8,4,N
0,0,0,2,0,0.7,2,2,4,0,0,1,3,0.3,8,4,1.5,0,5.3,0,N
0,0,0,2,0,13.2,2,2,4,0,0,5,11,0.3,59.2,16,4,0,14.8,0,N
0,0,0,2,0,10.5,2,2,4,0,0,5,10,0.3,53.8,15,3.5,0,15.4,0,N
0,20,3,12,2,134.9,12,7,21,4,2,20,39,0.1,327,66,7.4,0,44,4,N
0,0,0,17,2,129.3,17,12,21,2,2,14,34,0.1,280.9,63,8.3,0,33.9,4,N
0,0,0,0,0,0,0,2,6,0,0,0,0,0.2,0,0,0,1,0,0,N
0,0,0,6,0,20,6,5,9,1,0,4,10,0.2,58.8,17,6.1,1,9.6,0,N
0,0,0,10,0,85,10,11,12,1,0,7,18,0.3,140,35,10.9,1,12.8,0,N
0,21.1,4,15,0,200.7,15,8,26,5,0,28,52,0.1,468.3,88,7.7,0,60.7,0,N
0,0,0,3,0,3.8,3,2,5,0,0,3,6,0.2,27,9,2.5,0,10.8,0,N
0,0,0,17,0,129.3,17,12,21,2,0,14,34,0.1,280.9,63,8.3,0,33.9,0,N
0,0,0,2,0,0.7,2,3,4,0,0,1,3,0.3,8,4,1.5,0,5.3,0,N
0,4.8,3,60,0,3583.4,60,73,74,9,0,36,214,0.2,2099.5,372,30.7,0,68.3,0,N
0,0,0,12,0,113.1,12,13,16,1,0,8,24,0.3,174.2,41,11.7,0,14.9,0,N
0,0,0,8,0,133.6,8,2,12,2,0,3,17,0.1,111,30,21.7,2,5.1,0,N
0,0,0,2,0,3.9,2,4,5,1,0,5,6,0.2,34.9,11,2,0,17.4,0,N
0,0,0,10,0,23.7,10,3,12,1,0,6,13,0.1,80,21,5.3,2,15,0,N
1,9.5,1,20,0,690.7,19,13,23,1,0,7,48,0.3,353,77,35.2,2,10,0,N
0,0,0,8,0,29.6,8,3,10,1,0,6,12,0.1,80,20,6.7,4,12,0,N
0,5,1,19,0,410,19,21,22,1,0,16,46,0.4,410,82,18,1,22.8,0,N
0,0,0,6,0,27.6,6,7,10,1,0,8,15,0.3,98.1,24,5.1,0,19.4,0,N
0,0,0,8,0,129.7,8,8,12,1,0,5,20,0.3,139,34,16.8,0,8.3,0,N
0,6.7,1,14,0,156.8,14,15,17,1,0,16,29,0.3,267.2,55,10.6,1,25.3,0,N
0,0,0,57,0,5149.9,57,151,61,2,0,55,267,1.2,2964.2,482,31.3,0,94.8,0,N
0,9.1,1,10,0,110.3,10,8,13,1,0,6,20,0.2,141.8,34,14,1,10.1,0,N
0,7.1,1,13,0,109.7,13,10,16,1,0,10,24,0.2,188.9,43,10.5,1,18.1,0,N
0,0,0,2,0,148.4,2,6,5,1,0,3,27,0.4,143.1,35,18.7,0,7.7,0,N
0,0,0,9,0,179.7,9,11,13,2,0,10,28,0.3,226.2,50,14.3,1,15.8,0,N
0,0,0,6,0,49.5,6,6,7,0,0,6,14,0.3,102.8,27,8.7,1,11.9,0,N
0,0,0,18,0,460.2,18,17,20,1,0,14,47,0.3,401.3,81,20.6,4,19.4,0,N
0,3.7,1,26,0,785.1,26,29,45,2,0,20,66,0.2,601.4,113,23.5,2,25.6,0,N
0,0,0,6,0,61.4,6,9,12,4,0,6,16,0.3,113.3,29,9.8,0,11.6,0,N
0,0,0,2,0,1.5,2,2,4,0,0,3,4,0.3,18.1,7,1.5,0,12.1,0,N
0,7.7,1,12,0,112.4,12,9,15,1,0,10,27,0.2,194.5,43,10.4,2,18.7,0,N
0,0,0,20,0,671.7,20,30,55,3,0,29,73,0.2,730.4,133,16.6,0,44.1,0,N
4,5.7,1,87,0,5690.1,83,116,124,13,0,58,252,0.3,2843,451,36,0,78.9,0,N
1,9.6,4,48,0,1866.6,47,47,58,5,0,39,126,0.2,1323.6,225,25.4,2,52.1,0,N
0,8.3,1,11,0,43.4,11,13,15,1,0,11,21,0.2,147,34,5.3,0,27.6,0,N
0,0,0,6,0,56.3,6,5,9,1,0,9,20,0.1,140.2,33,7.2,0,19.4,0,N
0,0,0,19,0,468.9,19,23,21,1,0,19,52,0.3,468.9,90,18,1,26.1,0,N
0,0,0,6,0,10.2,6,5,7,0,0,7,10,0.1,64.5,18,2.9,2,22.6,0,N
0,0,0,11,0,598.6,11,25,17,4,0,11,56,0.6,444.7,97,24.2,0,18.4,0,N
0,6.4,4,59,0,3603.8,59,61,113,6,0,34,161,0.2,1643.5,283,39.5,2,41.6,0,N
1,4.8,0,21,0,547.4,20,31,23,1,0,20,62,0.4,559.1,109,17.6,2,31.7,0,N
0,0,0,5,0,18.7,5,8,8,1,0,8,13,0.3,84,21,4,0,21,0,N
0,0,0,10,0,30.6,10,10,15,4,0,12,17,0.1,137.6,33,4,1,34.4,0,N
0,0,0,20,0,1080,20,33,24,2,0,12,82,0.5,640.9,138,30.3,0,21.1,0,N
0,0,0,9,0,97,9,10,11,0,0,6,27,0.3,163.7,43,10.7,0,15.4,0,N
0,2.4,2,80,0,6679.4,80,84,86,3,0,47,246,0.3,2675.5,438,44.9,2,59.5,0,N
0,0,0,14,0,476.5,14,14,17,2,0,15,54,0.2,451.4,92,19,3,23.8,0,N
0,0,0,5,0,20.1,5,7,7,1,0,5,10,0.3,64.5,18,5.6,3,11.5,0,N
0,0,0,2,0,1,2,3,4,0,0,2,3,0.3,11.6,5,1.5,0,7.7,0,N
0,0,0,10,0,93.7,10,10,12,1,0,11,24,0.2,187.3,42,9,2,20.8,0,N
0,8.3,2,22,0,482.4,22,27,28,3,0,19,61,0.3,549.9,111,15.8,1,34.8,0,N
0,0,0,7,0,16.6,7,8,9,1,0,5,10,0.3,62.3,18,4.8,1,13,0,N
4,9,3,75,0,6486.1,71,104,83,4,0,60,235,0.3,2763.3,430,42.3,1,65.4,0,N
0,0,0,8,0,175.9,8,11,11,1,0,9,25,0.4,203.6,45,15.6,1,13.1,0,N
0,0,0,10,0,204.7,10,15,13,1,0,9,30,0.3,231.9,52,15.9,1,14.6,0,N
0,0,0,2,0,1,2,2,5,1,0,2,3,0.2,11.6,5,1.5,0,7.7,0,N
0,0,0,7,0,40.6,7,8,9,1,0,7,15,0.3,102.2,25,7.1,1,14.3,0,N
0,0,0,10,0,323.9,10,17,12,1,0,10,35,0.6,287.9,62,20.3,1,14.2,0,N
0,0,0,10,0,82.7,10,9,12,1,0,9,19,0.3,147.2,33,10.1,2,14.6,0,N
7,10.7,9,141,2,18631.7,134,24,190,38,2,50,348,0.1,3832.8,598,87.5,1,43.8,4,N
2,13.3,0,15,4,164.7,13,9,23,6,2.5,10,27,0.2,217.1,48,13.7,0,15.9,10,N
1,11.1,0,9,2,40.5,8,6,21,10,2,6,13,0.1,96.2,26,7.6,1,12.7,4,N
1,16.2,5,32,2,692.9,31,9,51,12,2,27,106,0,878.1,165,14.2,0,61.8,4,N
4,14,3,47,4,963.6,43,8,66,14,2,43,133,0.1,1289.2,222,13.5,0,95.8,8,N
0,0,0,11,0,102.2,11,6,19,6,0,11,32,0.1,224.7,52,8.2,0,27.5,0,N
3,49.1,23,30,10,1319.8,27,18,71,16,2,19,79,0.1,740,140,32.1,0,23.1,20,N
2,30.9,19,49,8,777.5,47,27,87,17,2.3,32,77,0.1,753.9,131,18.6,0,40.6,18,N
2,3.3,0,60,0,1252.1,58,21,78,16,0,30,106,0.1,975.7,172,23.1,1,42.2,0,N
4,50,16,24,8,251.1,20,17,53,11,2,15,39,0.1,336.5,70,13.4,1,25.1,16,N
1,50,0,2,0,2.2,1,3,10,6,0,3,4,0.1,19.7,7,2,0,9.8,0,N
4,20,6,44,4,824.3,40,23,72,20,3,30,88,0.1,799.8,141,18.6,0,43.1,12,N
1,16.7,0,6,2,19,5,6,12,4,2,5,9,0.2,60.9,17,5.6,1,10.9,4,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
1,53.9,13,13,0,390.1,12,7,41,13,0,19,59,0,475.6,92,14.8,0,32.2,0,N
0,0,0,8,0,60,8,11,12,2,0,3,17,0.3,90,26,12,2,7.5,0,N
0,2.8,1,35,0,802.9,35,13,38,1,0,19,75,0.1,622.7,117,23.2,3,26.8,0,N
0,0,0,5,0,15.1,5,8,8,1,0,6,11,0.4,68.1,19,4,0,17,0,N
2,8.3,0,24,6,403.8,22,28,42,16,2,31,62,0.1,613.1,111,11.9,0,51.7,12,N
1,14.3,0,7,0,43,6,7,10,1,0,8,16,0.2,112.6,27,6.9,0,16.4,0,N
1,22.2,1,8,0,70,7,9,11,0,0,7,21,0.3,140,35,9,0,15.6,0,N
0,0,0,5,0,18.8,5,6,6,0,0,6,12,0.3,72.3,19,4.7,3,15.5,0,N
0,0,0,21,0,294.2,21,18,25,2,0,15,41,0.2,354.6,73,14.9,0,23.8,0,N
0,0,0,9,0,36,9,7,11,1,0,8,15,0.2,108,27,6,3,18,0,N
0,0,0,9,0,41.4,9,7,12,2,0,8,15,0.2,110.4,27,6.8,3,16.4,0,N
0,0,0,6,0,17,6,10,8,1,0,5,14,0.4,72.7,21,4.2,1,17.3,0,N
0,0,0,6,0,39.6,6,10,7,0,0,7,18,0.7,113.3,29,6.3,1,18,0,N
0,0,0,6,0,20.5,6,8,7,0,0,5,14,0.4,75.3,21,4.9,1,15.4,0,N
0,0,0,5,0,16.8,5,6,6,0,0,5,11,0.5,62.9,17,4.8,1,13.1,0,N
0,0,0,5,0,16.8,5,6,6,0,0,5,11,0.5,62.9,17,4.8,1,13.1,0,N
0,0,0,5,0,16.8,5,6,6,0,0,5,11,0.5,62.9,17,4.8,1,13.1,0,N
0,0,0,13,0,31.7,13,5,14,0,0,9,15,0.1,103.7,24,5.5,1,18.9,0,N
0,0,0,5,0,16.8,5,6,6,0,0,5,11,0.5,62.9,17,4.8,1,13.1,0,N
0,0,0,7,0,66.2,7,14,8,0,0,9,25,0.9,167.6,41,7.1,1,23.6,0,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
0,0,0,6,2,3.1,6,6,10,2,2,3,7,0.2,28.1,10,2,0,14,4,N
0,0,0,19,0,1132.4,19,25,22,2,0,24,74,0.4,776.5,144,26.3,0,29.6,0,N
0,16.7,1,5,0,10.6,5,3,7,0,0,3,7,0.1,38,12,5,0,7.6,0,N
0,14.3,1,6,0,51.1,6,6,8,0,0,3,10,0.3,68.1,19,13.5,0,5.1,0,N
0,0,0,18,0,511.6,18,21,21,1,0,19,55,0.2,540,109,17.1,0,31.7,0,N
0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,N
0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,N
3,2.1,0,142,0,30650.7,139,286,151,8,0,115,545,0.5,7584.3,1052,72.7,0,104.3,0,N
0,0,0,20,0,872.7,20,27,23,1,0,23,70,0.3,719,137,21.9,0,32.9,0,N
0,0,0,11,0,146,11,12,14,1,0,9,31,0.3,214.1,48,12.3,0,17.4,0,N
0,0,0,2,0,0.7,2,7,5,1,0,1,3,0.4,8,4,1.5,0,5.3,0,N
0,4.4,1,22,0,796.5,22,14,27,3,0,13,62,0.2,491.1,95,29.2,3,16.8,0,N
0,0,0,5,0,30.5,5,5,8,1,0,3,11,0.3,60.9,17,9,1,6.8,0,N
0,0,0,10,0,149.9,10,9,12,1,0,15,28,0.3,245.3,50,11,1,22.3,0,N
0,0,0,10,0,126.4,10,14,12,1,0,13,22,0.3,206.8,44,11,3,18.8,0,N
0,0,0,11,0,217.2,11,12,13,1,0,17,34,0.3,307.7,61,12.7,1,24.2,0,N
0,16.7,9,45,0,1650.8,45,51,211,42,0,57,120,0.1,1416.1,224,21,1,67.5,0,N
2,5.6,0,36,0,2494.6,34,53,39,2,0,22,103,0.4,1016.3,184,44.2,1,23,0,N
4,8,0,50,0,3654.7,46,71,54,3,0,31,154,0.4,1579,277,41.7,2,37.9,0,N
5,26.3,10,47,0,864.5,42,61,63,4,0,50,111,0.2,1192.4,198,13.1,0,91.4,0,N
0,5.3,1,18,0,611.9,18,25,22,2,0,18,70,0.3,590,118,18.7,5,31.6,0,N
0,0,0,2,0,2.2,2,3,4,0,0,3,4,0.3,19.7,7,2,0,9.8,0,N
0,81.8,54,12,0,132.2,12,11,139,12,0,16,30,0,266.3,56,8.9,0,29.8,0,N
0,0,0,6,0,24.8,6,2,8,1,0,3,12,0.1,60.9,16,7.3,1,8.3,0,N
0,0,0,19,0,2291,19,19,21,1,0,5,83,0.4,557.3,120,74,1,7.5,0,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
3,23.5,1,16,8,519,13,13,20,1,2,6,41,0.3,297.4,70,31.4,0,9.5,16,N
7,21.2,14,85,8,6086.2,78,33,143,42,2.5,17,217,0.1,1655.4,307,66.2,1,25,20,N
5,62.5,20,20,2,685.1,15,8,57,15,2,16,73,0,584.6,118,21.1,0,27.7,4,N
6,35.9,13,40,4,2305.7,34,14,72,17,2,29,141,0,1308.2,233,31.7,1,41.2,8,N
4,54.6,14,19,4,311.6,15,12,78,28,2.5,20,45,0.1,415.5,81,13.5,0,30.8,10,N
11,30.3,16,73,16,1865.4,62,36,105,14,2.3,34,123,0.1,1189.2,203,28.2,0,42.1,36,N
1,25,2,10,4,63.8,9,8,14,0,2,10,20,0.2,147.2,33,7.8,3,18.9,8,N
1,25,2,10,4,63.8,9,8,14,0,2,10,20,0.2,147.2,33,7.8,3,18.9,8,N
0,0,0,5,0,11.8,5,6,7,1,0,4,9,0.3,48.4,14,4.4,3,11.1,0,N
0,0,0,8,6,101.2,8,14,17,3,2,7,35,0.2,196.2,48,9.3,0,21.1,12,N
0,0,0,6,4,56.7,6,10,14,2,2,6,25,0.2,136,34,7.5,0,18.1,8,N
0,0,0,8,6,115.8,8,14,17,3,2,7,37,0.2,208.5,51,10,0,20.9,12,N
0,7.7,3,36,0,1308.3,36,32,44,4,0,17,82,0.2,772.9,156,30.5,2,25.4,0,N
1,4.3,1,46,0,2859,45,47,61,13,0,32,120,0.2,1270.7,216,40.5,2,31.4,0,N
0,75,15,5,0,1.3,5,2,26,5,0,1,4,0,11.6,5,2,2,5.8,0,N
0,0,0,11,0,183.3,11,15,13,1,0,10,29,0.4,230.7,51,14.3,2,16.1,0,N
2,10.9,3,43,0,3533.8,41,40,48,1,0,25,162,0.3,1402.3,246,45.4,2,30.9,0,N
4,14.8,0,27,0,467,23,22,31,3,0,14,61,0.2,461.5,95,18.2,3,25.3,0,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
0,28,14,36,14,1454.4,36,25,72,20,2,22,95,0.1,878.6,164,29.8,0,29.5,28,N
3,6.9,2,70,2,2740.8,67,33,98,24,4,38,155,0.2,1446.5,236,34.1,0,42.4,8,N
1,26.7,3,12,2,35.8,11,10,24,7,2,9,18,0.1,128.9,33,5,0,25.8,4,N
0,4.8,1,20,6,475.2,20,13,34,11,2.3,9,46,0.2,343.7,74,24.9,1,13.8,14,N
2,25.9,5,22,8,1116.7,20,15,42,13,2,6,73,0.1,475.8,112,42.3,0,11.3,16,N
1,12.5,3,29,14,487.6,28,24,44,10,2.1,7,54,0.2,350.1,81,25.1,0,14,30,N
0,5.6,1,17,2,244.6,17,8,67,9,2,23,59,0,482.2,94,9.1,0,52.8,4,N
0,29.6,16,38,10,1043.2,38,24,78,22,2,32,117,0.1,1027.2,182,18.3,1,56.2,20,N
0,8,4,46,18,1533.7,46,33,59,7,2,14,116,0.2,900.9,194,30.6,0,29.4,36,N
0,24,6,19,2,180.9,19,14,39,12,2,19,40,0.1,340,68,9.6,1,35.5,4,N
0,0,0,19,0,405.8,19,3,25,4,0,15,73,0,541,118,13.5,0,40.1,0,N
0,0,0,10,4,40,10,10,16,4,2,10,16,0.2,123.2,29,5.9,0,21.1,8,N
0,0,0,9,0,103.5,9,2,13,2,0,5,29,0.1,169.4,51,11,0,15.4,0,N
0,11.1,10,80,18,8516.8,80,45,128,27,2.6,30,282,0.1,2486,430,61.7,1,40.3,46,N
0,15.4,4,22,8,424.9,22,18,39,11,2,16,52,0.1,440.9,89,17.3,0,25.4,16,N
0,27.3,12,32,8,819.2,32,20,62,16,2,23,96,0.1,782.3,147,18.9,0,41.5,16,N
0,0,0,12,2,23.8,12,14,28,7,2,8,20,0.1,114.2,30,3.8,0,30.5,4,N
0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,2,0,0,0,0,N
5,29.4,5,29,0,2181.2,24,28,36,1,0,31,109,0.3,1113,190,35.3,0,31.6,0,N
0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,N
3,22.7,7,37,0,7822.8,34,44,57,12,0,34,245,0.3,2348.6,396,60,0,39.2,0,N
0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,N
2,19.5,13,64,0,4962.1,62,45,110,18,0,32,187,0.2,1794.2,305,49.8,1,36,0,N
0,0,0,9,0,269.4,9,14,12,1,0,5,31,0.3,202.1,46,24,0,8.4,0,N
0,25,1,3,0,5.6,3,5,5,0,0,2,7,0.4,28.5,9,3.5,0,8.2,0,N
0,36.8,7,12,0,1080,12,5,22,1,0,23,116,0.1,953.3,183,20.4,0,46.8,0,N
0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,N
0,0,0,5,0,74.1,5,9,6,0,0,6,22,0.5,133.4,32,10,0,13.3,0,N
